HIST_DATE,DEAL_NO,REST_TYPE
2024-05-31,514279,LVL3
2024-05-31,514287,LVL1
2024-05-31,514331,LVL2
2024-05-31,514336,LVL1
2024-05-31,514372,LVL3
2024-05-31,514378,LVL1
2024-05-31,514379,LVL1
2024-05-31,514423,LVL3
2024-05-31,514444,LVL1
2024-05-31,514546,LVL1
2024-05-31,514582,LVL1
2024-05-31,514784,LVL1
2024-05-31,514794,LVL1
2024-05-31,514800,LVL1
2024-05-31,514805,LVL1
2024-05-31,514833,LVL1
2024-05-31,514871,LVL1
2024-05-31,515086,LVL1
2024-05-31,515174,LVL1
2024-05-31,515241,LVL1
2024-05-31,515295,LVL1
2024-05-31,515318,LVL3
2024-05-31,515484,LVL1
2024-05-31,515528,LVL3
2024-05-31,515599,LVL1
2024-05-31,515756,LVL1
2024-05-31,515791,LVL1
2024-05-31,515856,LVL1
2024-05-31,515882,LVL1
2024-05-31,515967,LVL3
2024-05-31,516047,LVL1
2024-05-31,516117,LVL1
2024-05-31,516128,LVL2
2024-05-31,516167,LVL3
2024-05-31,516411,LVL1
2024-05-31,516543,LVL1
2024-05-31,516546,LVL1
2024-05-31,516558,LVL1
2024-05-31,516676,LVL2
2024-05-31,516681,LVL1
2024-05-31,516697,LVL1
2024-05-31,516705,LVL2
2024-05-31,516710,LVL1
2024-05-31,516748,LVL1
2024-05-31,516807,LVL1
2024-05-31,516835,LVL1
2024-05-31,516883,LVL3
2024-05-31,516973,LVL1
2024-05-31,517046,LVL1
2024-05-31,517051,LVL1
2024-05-31,517106,LVL3
2024-05-31,517177,LVL3
2024-05-31,517262,LVL1
2024-05-31,517634,LVL1
2024-05-31,517706,LVL1
2024-05-31,517719,LVL1
2024-05-31,517822,LVL1
2024-05-31,517954,LVL1
2024-05-31,518040,LVL3
2024-05-31,518274,LVL1
2024-05-31,518293,LVL1
2024-05-31,518320,LVL1
2024-05-31,518339,LVL1
2024-05-31,518348,LVL1
2024-05-31,518637,LVL1
2024-05-31,518726,LVL3
2024-05-31,518825,LVL1
2024-05-31,519094,LVL2
2024-05-31,519116,LVL1
2024-05-31,519142,LVL1
2024-06-30,502355,LVL1
2024-06-30,502391,LVL3
2024-06-30,502675,LVL1
2024-06-30,502815,LVL1
2024-06-30,503270,LVL3
2024-06-30,503562,LVL3
2024-06-30,503694,LVL1
2024-06-30,503703,LVL3
2024-06-30,503920,LVL3
2024-06-30,504138,LVL1
2024-06-30,504187,LVL3
2024-06-30,504275,LVL1
2024-06-30,504582,LVL3
2024-06-30,504674,LVL1
2024-06-30,504853,LVL1
2024-06-30,504975,LVL1
2024-06-30,505147,LVL3
2024-06-30,505416,LVL2
2024-06-30,505425,LVL3
2024-06-30,506722,LVL1
2024-06-30,506776,LVL3
2024-06-30,506785,LVL1
2024-06-30,506864,LVL1
2024-06-30,507155,LVL1
2024-06-30,507307,LVL1
2024-06-30,507735,LVL3
2024-06-30,507837,LVL3
2024-06-30,508003,LVL1
2024-06-30,508275,LVL1
2024-06-30,508323,LVL1
2024-06-30,508429,LVL3
2024-06-30,508444,LVL3
2024-06-30,508661,LVL1
2024-06-30,508708,LVL3
2024-06-30,508758,LVL1
2024-06-30,508967,LVL1
2024-06-30,509037,LVL1
2024-06-30,509108,LVL3
2024-06-30,509196,LVL1
2024-06-30,509348,LVL1
2024-06-30,509361,LVL1
2024-06-30,509408,LVL3
2024-06-30,509514,LVL1
2024-06-30,509754,LVL1
2024-06-30,510014,LVL3
2024-06-30,510141,LVL1
2024-06-30,510307,LVL1
2024-06-30,510310,LVL3
2024-06-30,510496,LVL1
2024-06-30,510961,LVL1
2024-06-30,511012,LVL1
2024-06-30,511118,LVL2
2024-06-30,511369,LVL1
2024-06-30,511467,LVL3
2024-06-30,511764,LVL1
2024-06-30,511786,LVL1
2024-06-30,511817,LVL1
2024-06-30,512032,LVL2
2024-06-30,512170,LVL3
2024-06-30,512202,LVL1
2024-06-30,512317,LVL3
2024-06-30,512561,LVL3
2024-06-30,512582,LVL3
2024-06-30,512639,LVL1
2024-06-30,512666,LVL1
2024-06-30,512680,LVL1
2024-06-30,512743,LVL3
2024-06-30,513113,LVL3
2024-06-30,513123,LVL1
2024-06-30,513211,LVL1
2024-06-30,513237,LVL3
2024-06-30,513325,LVL2
2024-06-30,513580,LVL1
2024-06-30,513960,LVL3
2024-06-30,513981,LVL1
2024-06-30,514017,LVL1
2024-06-30,514038,LVL1
2024-06-30,514181,LVL1
2024-06-30,514424,LVL1
2024-06-30,514468,LVL3
2024-06-30,514542,LVL2
2024-06-30,514662,LVL1
2024-06-30,514688,LVL3
2024-06-30,514736,LVL1
2024-06-30,514773,LVL1
2024-06-30,514782,LVL1
2024-06-30,514816,LVL1
2024-06-30,514901,LVL3
2024-06-30,515007,LVL3
2024-06-30,515059,LVL1
2024-06-30,515092,LVL1
2024-06-30,515096,LVL1
2024-06-30,515230,LVL1
2024-06-30,515326,LVL1
2024-06-30,515329,LVL1
2024-06-30,515359,LVL1
2024-06-30,515448,LVL1
2024-06-30,515482,LVL1
2024-06-30,515573,LVL1
2024-06-30,515632,LVL1
2024-06-30,515636,LVL1
2024-06-30,515646,LVL2
2024-06-30,515701,LVL1
2024-06-30,515792,LVL1
2024-06-30,515795,LVL1
2024-06-30,515863,LVL1
2024-06-30,515904,LVL1
2024-06-30,515986,LVL1
2024-06-30,516006,LVL3
2024-06-30,516026,LVL3
2024-06-30,516267,LVL1
2024-06-30,516415,LVL1
2024-06-30,516529,LVL1
2024-06-30,516755,LVL1
2024-06-30,516951,LVL3
2024-06-30,517019,LVL3
2024-06-30,517075,LVL1
2024-06-30,517080,LVL1
2024-06-30,517086,LVL1
2024-06-30,517239,LVL3
2024-06-30,517355,LVL3
2024-06-30,517483,LVL2
2024-06-30,517586,LVL2
2024-06-30,517717,LVL1
2024-06-30,517849,LVL1
2024-06-30,517960,LVL3
2024-06-30,518165,LVL1
2024-06-30,518315,LVL1
2024-06-30,518379,LVL1
2024-06-30,518407,LVL1
2024-06-30,518434,LVL1
2024-06-30,518458,LVL3
2024-06-30,518502,LVL1
2024-06-30,518619,LVL3
2024-06-30,518627,LVL1
2024-06-30,518646,LVL1
2024-06-30,518686,LVL1
2024-06-30,518710,LVL1
2024-06-30,518724,LVL2
2024-06-30,518904,LVL1
2024-06-30,519077,LVL1
2024-06-30,519137,LVL3
2024-06-30,519204,LVL1
2024-06-30,519235,LVL1
2024-06-30,519420,LVL1
2024-06-30,519459,LVL1
2024-07-31,500548,LVL3
2024-07-31,500819,LVL1
2024-07-31,502045,LVL1
2024-07-31,502369,LVL1
2024-07-31,502678,LVL3
2024-07-31,503016,LVL2
2024-07-31,503167,LVL1
2024-07-31,503901,LVL1
2024-07-31,503906,LVL1
2024-07-31,504076,LVL3
2024-07-31,504399,LVL2
2024-07-31,504594,LVL3
2024-07-31,504713,LVL3
2024-07-31,505070,LVL1
2024-07-31,505176,LVL1
2024-07-31,505430,LVL3
2024-07-31,505672,LVL1
2024-07-31,505698,LVL1
2024-07-31,505985,LVL1
2024-07-31,506191,LVL1
2024-07-31,506432,LVL1
2024-07-31,506737,LVL2
2024-07-31,506761,LVL1
2024-07-31,506784,LVL3
2024-07-31,506894,LVL3
2024-07-31,507511,LVL1
2024-07-31,507693,LVL1
2024-07-31,507756,LVL3
2024-07-31,508605,LVL1
2024-07-31,508947,LVL1
2024-07-31,509018,LVL3
2024-07-31,509301,LVL1
2024-07-31,509469,LVL1
2024-07-31,509472,LVL1
2024-07-31,509753,LVL1
2024-07-31,509821,LVL3
2024-07-31,509898,LVL1
2024-07-31,509980,LVL3
2024-07-31,510172,LVL1
2024-07-31,510176,LVL1
2024-07-31,510278,LVL1
2024-07-31,510348,LVL3
2024-07-31,510543,LVL3
2024-07-31,510599,LVL1
2024-07-31,510990,LVL3
2024-07-31,511091,LVL3
2024-07-31,511171,LVL1
2024-07-31,511186,LVL1
2024-07-31,511304,LVL3
2024-07-31,511348,LVL1
2024-07-31,511458,LVL1
2024-07-31,511531,LVL3
2024-07-31,511600,LVL1
2024-07-31,511608,LVL3
2024-07-31,511626,LVL3
2024-07-31,511669,LVL3
2024-07-31,511857,LVL1
2024-07-31,512047,LVL3
2024-07-31,512084,LVL1
2024-07-31,512188,LVL1
2024-07-31,512475,LVL3
2024-07-31,512508,LVL1
2024-07-31,512512,LVL1
2024-07-31,512534,LVL3
2024-07-31,512823,LVL3
2024-07-31,512836,LVL1
2024-07-31,512918,LVL2
2024-07-31,513017,LVL3
2024-07-31,513056,LVL1
2024-07-31,513151,LVL1
2024-07-31,513276,LVL1
2024-07-31,513620,LVL1
2024-07-31,513627,LVL1
2024-07-31,513676,LVL3
2024-07-31,513678,LVL3
2024-07-31,513709,LVL1
2024-07-31,513836,LVL1
2024-07-31,513858,LVL3
2024-07-31,514037,LVL3
2024-07-31,514143,LVL3
2024-07-31,514151,LVL1
2024-07-31,514252,LVL1
2024-07-31,514403,LVL1
2024-07-31,514424,LVL1
2024-07-31,514428,LVL1
2024-07-31,514455,LVL1
2024-07-31,514474,LVL1
2024-07-31,514501,LVL3
2024-07-31,514636,LVL3
2024-07-31,514745,LVL1
2024-07-31,514851,LVL3
2024-07-31,514916,LVL1
2024-07-31,514918,LVL3
2024-07-31,514988,LVL1
2024-07-31,515072,LVL3
2024-07-31,515078,LVL3
2024-07-31,515139,LVL1
2024-07-31,515173,LVL1
2024-07-31,515248,LVL1
2024-07-31,515265,LVL1
2024-07-31,515362,LVL1
2024-07-31,515415,LVL1
2024-07-31,515427,LVL3
2024-07-31,515476,LVL2
2024-07-31,515478,LVL3
2024-07-31,515608,LVL1
2024-07-31,515609,LVL1
2024-07-31,515710,LVL3
2024-07-31,515715,LVL1
2024-07-31,515743,LVL1
2024-07-31,515752,LVL1
2024-07-31,515775,LVL1
2024-07-31,515785,LVL1
2024-07-31,515948,LVL1
2024-07-31,516014,LVL1
2024-07-31,516084,LVL2
2024-07-31,516118,LVL2
2024-07-31,516213,LVL1
2024-07-31,516292,LVL2
2024-07-31,516396,LVL3
2024-07-31,516485,LVL1
2024-07-31,516637,LVL1
2024-07-31,516766,LVL1
2024-07-31,516771,LVL1
2024-07-31,516828,LVL1
2024-07-31,516875,LVL3
2024-07-31,516948,LVL1
2024-07-31,516999,LVL1
2024-07-31,517129,LVL1
2024-07-31,517202,LVL1
2024-07-31,517270,LVL3
2024-07-31,517276,LVL1
2024-07-31,517467,LVL3
2024-07-31,517500,LVL1
2024-07-31,517566,LVL1
2024-07-31,517601,LVL3
2024-07-31,517639,LVL3
2024-07-31,517710,LVL1
2024-07-31,517854,LVL1
2024-07-31,517866,LVL1
2024-07-31,517995,LVL1
2024-07-31,518024,LVL1
2024-07-31,518082,LVL1
2024-07-31,518161,LVL1
2024-07-31,518162,LVL1
2024-07-31,518192,LVL1
2024-07-31,518231,LVL2
2024-07-31,518383,LVL3
2024-07-31,518598,LVL2
2024-07-31,518764,LVL3
2024-07-31,518816,LVL1
2024-07-31,518831,LVL3
2024-07-31,518961,LVL3
2024-07-31,518968,LVL3
2024-07-31,519029,LVL2
2024-07-31,519152,LVL1
2024-07-31,519190,LVL1
2024-07-31,519229,LVL1
2024-07-31,519248,LVL1
2024-07-31,519265,LVL3
2024-07-31,519733,LVL1
2024-07-31,519806,LVL2
2024-08-31,500219,LVL1
2024-08-31,500411,LVL1
2024-08-31,500684,LVL3
2024-08-31,501359,LVL1
2024-08-31,502368,LVL3
2024-08-31,502675,LVL1
2024-08-31,502772,LVL3
2024-08-31,503162,LVL1
2024-08-31,503567,LVL1
2024-08-31,503593,LVL3
2024-08-31,503932,LVL2
2024-08-31,503939,LVL1
2024-08-31,504194,LVL1
2024-08-31,504450,LVL1
2024-08-31,504528,LVL3
2024-08-31,504630,LVL3
2024-08-31,506217,LVL1
2024-08-31,506276,LVL3
2024-08-31,506636,LVL1
2024-08-31,506991,LVL1
2024-08-31,507266,LVL3
2024-08-31,507445,LVL2
2024-08-31,507518,LVL1
2024-08-31,507735,LVL3
2024-08-31,507739,LVL3
2024-08-31,508000,LVL1
2024-08-31,508097,LVL1
2024-08-31,508487,LVL1
2024-08-31,508488,LVL1
2024-08-31,508545,LVL1
2024-08-31,508649,LVL1
2024-08-31,508666,LVL3
2024-08-31,508768,LVL1
2024-08-31,508821,LVL3
2024-08-31,509051,LVL1
2024-08-31,509138,LVL3
2024-08-31,509237,LVL3
2024-08-31,509253,LVL1
2024-08-31,509389,LVL1
2024-08-31,509414,LVL3
2024-08-31,509744,LVL3
2024-08-31,509761,LVL3
2024-08-31,509828,LVL3
2024-08-31,509968,LVL1
2024-08-31,510140,LVL3
2024-08-31,510332,LVL1
2024-08-31,510371,LVL3
2024-08-31,510430,LVL1
2024-08-31,510579,LVL1
2024-08-31,510597,LVL3
2024-08-31,510698,LVL3
2024-08-31,510730,LVL1
2024-08-31,510753,LVL1
2024-08-31,510842,LVL1
2024-08-31,510980,LVL1
2024-08-31,510998,LVL3
2024-08-31,511073,LVL3
2024-08-31,511124,LVL1
2024-08-31,511342,LVL1
2024-08-31,511411,LVL1
2024-08-31,511426,LVL3
2024-08-31,511477,LVL1
2024-08-31,511490,LVL1
2024-08-31,511735,LVL3
2024-08-31,512008,LVL2
2024-08-31,512056,LVL1
2024-08-31,512136,LVL1
2024-08-31,512153,LVL1
2024-08-31,512232,LVL1
2024-08-31,512290,LVL3
2024-08-31,512376,LVL1
2024-08-31,512635,LVL3
2024-08-31,512746,LVL1
2024-08-31,512747,LVL2
2024-08-31,512851,LVL3
2024-08-31,512856,LVL1
2024-08-31,512999,LVL1
2024-08-31,513028,LVL1
2024-08-31,513051,LVL1
2024-08-31,513089,LVL3
2024-08-31,513132,LVL1
2024-08-31,513167,LVL3
2024-08-31,513402,LVL1
2024-08-31,513413,LVL3
2024-08-31,513447,LVL1
2024-08-31,513514,LVL3
2024-08-31,513534,LVL1
2024-08-31,513560,LVL1
2024-08-31,513597,LVL3
2024-08-31,513840,LVL3
2024-08-31,513953,LVL3
2024-08-31,514039,LVL3
2024-08-31,514358,LVL3
2024-08-31,514368,LVL1
2024-08-31,514410,LVL3
2024-08-31,514461,LVL3
2024-08-31,514655,LVL1
2024-08-31,514666,LVL1
2024-08-31,514809,LVL1
2024-08-31,514980,LVL1
2024-08-31,515024,LVL1
2024-08-31,515309,LVL1
2024-08-31,515391,LVL1
2024-08-31,515434,LVL1
2024-08-31,515454,LVL1
2024-08-31,515467,LVL3
2024-08-31,515534,LVL1
2024-08-31,515579,LVL1
2024-08-31,515586,LVL1
2024-08-31,515622,LVL2
2024-08-31,515637,LVL1
2024-08-31,515657,LVL1
2024-08-31,515706,LVL1
2024-08-31,515841,LVL3
2024-08-31,515887,LVL1
2024-08-31,515892,LVL1
2024-08-31,515970,LVL1
2024-08-31,516059,LVL1
2024-08-31,516075,LVL1
2024-08-31,516231,LVL1
2024-08-31,516286,LVL3
2024-08-31,516328,LVL3
2024-08-31,516341,LVL1
2024-08-31,516471,LVL1
2024-08-31,516477,LVL1
2024-08-31,516505,LVL3
2024-08-31,516525,LVL3
2024-08-31,516539,LVL2
2024-08-31,516609,LVL3
2024-08-31,516613,LVL1
2024-08-31,516761,LVL1
2024-08-31,516763,LVL1
2024-08-31,516982,LVL1
2024-08-31,517029,LVL1
2024-08-31,517032,LVL1
2024-08-31,517081,LVL1
2024-08-31,517207,LVL1
2024-08-31,517262,LVL1
2024-08-31,517370,LVL1
2024-08-31,517386,LVL3
2024-08-31,517753,LVL1
2024-08-31,517802,LVL3
2024-08-31,517906,LVL1
2024-08-31,518043,LVL3
2024-08-31,518069,LVL1
2024-08-31,518293,LVL1
2024-08-31,518335,LVL1
2024-08-31,518445,LVL3
2024-08-31,518522,LVL3
2024-08-31,518587,LVL3
2024-08-31,518995,LVL1
2024-08-31,518997,LVL1
2024-08-31,519005,LVL3
2024-08-31,519065,LVL1
2024-08-31,519138,LVL3
2024-08-31,519172,LVL3
2024-08-31,519195,LVL1
2024-08-31,519197,LVL1
2024-08-31,519202,LVL1
2024-08-31,519211,LVL1
2024-08-31,519214,LVL1
2024-08-31,519230,LVL1
2024-08-31,519284,LVL1
2024-08-31,519336,LVL1
2024-08-31,519368,LVL1
2024-08-31,519374,LVL3
2024-08-31,519424,LVL2
2024-08-31,519437,LVL3
2024-08-31,519572,LVL1
2024-08-31,519633,LVL1
2024-08-31,519686,LVL1
2024-08-31,519721,LVL1
2024-08-31,519793,LVL2
2024-08-31,519875,LVL2
2024-08-31,519919,LVL3
2024-08-31,519968,LVL1
2024-08-31,520133,LVL2
2024-09-30,500085,LVL3
2024-09-30,500615,LVL1
2024-09-30,501099,LVL2
2024-09-30,501571,LVL1
2024-09-30,501712,LVL1
2024-09-30,501736,LVL1
2024-09-30,501804,LVL3
2024-09-30,502142,LVL3
2024-09-30,502285,LVL2
2024-09-30,502287,LVL1
2024-09-30,503149,LVL1
2024-09-30,503174,LVL1
2024-09-30,503680,LVL3
2024-09-30,504001,LVL1
2024-09-30,504241,LVL1
2024-09-30,504381,LVL1
2024-09-30,504495,LVL1
2024-09-30,504528,LVL3
2024-09-30,505429,LVL1
2024-09-30,505757,LVL1
2024-09-30,506313,LVL1
2024-09-30,506683,LVL3
2024-09-30,506843,LVL1
2024-09-30,507178,LVL3
2024-09-30,507182,LVL1
2024-09-30,507277,LVL3
2024-09-30,507602,LVL1
2024-09-30,507693,LVL3
2024-09-30,507908,LVL1
2024-09-30,508403,LVL1
2024-09-30,508422,LVL1
2024-09-30,508555,LVL1
2024-09-30,508562,LVL1
2024-09-30,508796,LVL3
2024-09-30,508905,LVL3
2024-09-30,509443,LVL3
2024-09-30,509472,LVL3
2024-09-30,509715,LVL3
2024-09-30,509966,LVL3
2024-09-30,509983,LVL1
2024-09-30,510035,LVL2
2024-09-30,510040,LVL1
2024-09-30,510506,LVL1
2024-09-30,510560,LVL3
2024-09-30,510676,LVL1
2024-09-30,510750,LVL3
2024-09-30,510926,LVL1
2024-09-30,510995,LVL1
2024-09-30,511022,LVL1
2024-09-30,511027,LVL1
2024-09-30,511050,LVL1
2024-09-30,511259,LVL1
2024-09-30,511324,LVL3
2024-09-30,511405,LVL2
2024-09-30,511518,LVL1
2024-09-30,511525,LVL1
2024-09-30,511766,LVL3
2024-09-30,511816,LVL3
2024-09-30,511817,LVL1
2024-09-30,511841,LVL1
2024-09-30,511883,LVL2
2024-09-30,511940,LVL1
2024-09-30,511963,LVL1
2024-09-30,512010,LVL1
2024-09-30,512232,LVL1
2024-09-30,512349,LVL3
2024-09-30,512454,LVL1
2024-09-30,512480,LVL1
2024-09-30,512495,LVL1
2024-09-30,512531,LVL1
2024-09-30,512544,LVL1
2024-09-30,512579,LVL1
2024-09-30,512610,LVL3
2024-09-30,512633,LVL3
2024-09-30,513070,LVL3
2024-09-30,513115,LVL1
2024-09-30,513214,LVL3
2024-09-30,513269,LVL1
2024-09-30,513420,LVL1
2024-09-30,513444,LVL1
2024-09-30,513521,LVL3
2024-09-30,513869,LVL1
2024-09-30,513926,LVL2
2024-09-30,514091,LVL1
2024-09-30,514110,LVL1
2024-09-30,514186,LVL1
2024-09-30,514227,LVL1
2024-09-30,514312,LVL1
2024-09-30,514497,LVL3
2024-09-30,514657,LVL1
2024-09-30,514718,LVL3
2024-09-30,514733,LVL3
2024-09-30,514839,LVL3
2024-09-30,514990,LVL1
2024-09-30,515114,LVL3
2024-09-30,515391,LVL3
2024-09-30,515406,LVL3
2024-09-30,515409,LVL1
2024-09-30,515507,LVL3
2024-09-30,515522,LVL3
2024-09-30,515639,LVL1
2024-09-30,515697,LVL1
2024-09-30,515822,LVL1
2024-09-30,515979,LVL2
2024-09-30,516058,LVL1
2024-09-30,516154,LVL1
2024-09-30,516199,LVL1
2024-09-30,516231,LVL1
2024-09-30,516232,LVL3
2024-09-30,516255,LVL1
2024-09-30,516327,LVL1
2024-09-30,516577,LVL3
2024-09-30,516793,LVL1
2024-09-30,516956,LVL1
2024-09-30,516982,LVL1
2024-09-30,517019,LVL1
2024-09-30,517077,LVL3
2024-09-30,517112,LVL3
2024-09-30,517130,LVL1
2024-09-30,517293,LVL1
2024-09-30,517324,LVL1
2024-09-30,517348,LVL1
2024-09-30,517412,LVL2
2024-09-30,517453,LVL1
2024-09-30,517460,LVL1
2024-09-30,517604,LVL3
2024-09-30,517660,LVL1
2024-09-30,517697,LVL3
2024-09-30,517840,LVL1
2024-09-30,517846,LVL1
2024-09-30,517871,LVL1
2024-09-30,517874,LVL3
2024-09-30,518270,LVL3
2024-09-30,518547,LVL1
2024-09-30,518650,LVL2
2024-09-30,518677,LVL1
2024-09-30,518725,LVL1
2024-09-30,518742,LVL2
2024-09-30,518839,LVL2
2024-09-30,519168,LVL1
2024-09-30,519299,LVL1
2024-09-30,519327,LVL1
2024-09-30,519431,LVL1
2024-09-30,519580,LVL3
2024-09-30,519780,LVL1
2024-09-30,519854,LVL1
2024-09-30,520074,LVL1
2024-09-30,520136,LVL1
2024-09-30,520213,LVL2
2024-09-30,520277,LVL1
2024-09-30,520300,LVL1
2024-09-30,520408,LVL1
2024-10-31,500342,LVL1
2024-10-31,501239,LVL3
2024-10-31,501480,LVL3
2024-10-31,502376,LVL1
2024-10-31,502599,LVL3
2024-10-31,502816,LVL3
2024-10-31,502828,LVL1
2024-10-31,503149,LVL1
2024-10-31,503174,LVL1
2024-10-31,503189,LVL2
2024-10-31,503400,LVL1
2024-10-31,503699,LVL3
2024-10-31,504617,LVL1
2024-10-31,504692,LVL3
2024-10-31,505431,LVL1
2024-10-31,505860,LVL3
2024-10-31,505970,LVL3
2024-10-31,506367,LVL1
2024-10-31,506546,LVL1
2024-10-31,506658,LVL3
2024-10-31,506674,LVL3
2024-10-31,506681,LVL1
2024-10-31,506737,LVL3
2024-10-31,506872,LVL1
2024-10-31,507004,LVL3
2024-10-31,507581,LVL3
2024-10-31,507627,LVL1
2024-10-31,507674,LVL1
2024-10-31,507741,LVL1
2024-10-31,508176,LVL3
2024-10-31,508223,LVL1
2024-10-31,508279,LVL3
2024-10-31,508648,LVL1
2024-10-31,508783,LVL1
2024-10-31,508896,LVL1
2024-10-31,509021,LVL3
2024-10-31,509384,LVL3
2024-10-31,509448,LVL3
2024-10-31,509589,LVL3
2024-10-31,509690,LVL1
2024-10-31,509751,LVL1
2024-10-31,509846,LVL1
2024-10-31,510093,LVL1
2024-10-31,510281,LVL1
2024-10-31,510284,LVL1
2024-10-31,510458,LVL1
2024-10-31,510496,LVL3
2024-10-31,510633,LVL1
2024-10-31,510711,LVL1
2024-10-31,510728,LVL3
2024-10-31,511007,LVL2
2024-10-31,511012,LVL1
2024-10-31,511157,LVL3
2024-10-31,511279,LVL1
2024-10-31,511308,LVL1
2024-10-31,511344,LVL1
2024-10-31,511502,LVL1
2024-10-31,511606,LVL1
2024-10-31,511934,LVL1
2024-10-31,512037,LVL3
2024-10-31,512171,LVL1
2024-10-31,512186,LVL1
2024-10-31,512240,LVL1
2024-10-31,512290,LVL3
2024-10-31,512297,LVL3
2024-10-31,512455,LVL1
2024-10-31,512609,LVL3
2024-10-31,512653,LVL3
2024-10-31,512771,LVL1
2024-10-31,512778,LVL1
2024-10-31,512829,LVL3
2024-10-31,512833,LVL1
2024-10-31,512842,LVL3
2024-10-31,513090,LVL1
2024-10-31,513127,LVL1
2024-10-31,513163,LVL1
2024-10-31,513166,LVL1
2024-10-31,513178,LVL1
2024-10-31,513451,LVL1
2024-10-31,513534,LVL1
2024-10-31,513546,LVL1
2024-10-31,513613,LVL3
2024-10-31,513740,LVL3
2024-10-31,513773,LVL1
2024-10-31,513775,LVL3
2024-10-31,513842,LVL1
2024-10-31,513977,LVL1
2024-10-31,514170,LVL1
2024-10-31,514171,LVL1
2024-10-31,514272,LVL3
2024-10-31,514423,LVL1
2024-10-31,514560,LVL3
2024-10-31,514655,LVL1
2024-10-31,514787,LVL3
2024-10-31,514874,LVL1
2024-10-31,515010,LVL3
2024-10-31,515098,LVL3
2024-10-31,515130,LVL1
2024-10-31,515140,LVL1
2024-10-31,515435,LVL1
2024-10-31,515468,LVL1
2024-10-31,515511,LVL1
2024-10-31,515519,LVL3
2024-10-31,515590,LVL2
2024-10-31,515626,LVL3
2024-10-31,515628,LVL1
2024-10-31,515777,LVL1
2024-10-31,515783,LVL1
2024-10-31,515864,LVL3
2024-10-31,515932,LVL1
2024-10-31,515957,LVL1
2024-10-31,516022,LVL2
2024-10-31,516060,LVL1
2024-10-31,516084,LVL3
2024-10-31,516088,LVL1
2024-10-31,516127,LVL1
2024-10-31,516134,LVL1
2024-10-31,516304,LVL1
2024-10-31,516351,LVL1
2024-10-31,516626,LVL1
2024-10-31,516834,LVL3
2024-10-31,516903,LVL1
2024-10-31,516989,LVL1
2024-10-31,516996,LVL3
2024-10-31,517002,LVL3
2024-10-31,517003,LVL1
2024-10-31,517068,LVL2
2024-10-31,517096,LVL3
2024-10-31,517098,LVL2
2024-10-31,517247,LVL3
2024-10-31,517258,LVL1
2024-10-31,517273,LVL1
2024-10-31,517412,LVL3
2024-10-31,517486,LVL3
2024-10-31,517510,LVL3
2024-10-31,517539,LVL1
2024-10-31,517579,LVL2
2024-10-31,517710,LVL2
2024-10-31,517760,LVL1
2024-10-31,517816,LVL2
2024-10-31,517888,LVL3
2024-10-31,517967,LVL3
2024-10-31,518017,LVL1
2024-10-31,518040,LVL1
2024-10-31,518047,LVL1
2024-10-31,518108,LVL1
2024-10-31,518141,LVL3
2024-10-31,518195,LVL1
2024-10-31,518286,LVL3
2024-10-31,518292,LVL1
2024-10-31,518393,LVL1
2024-10-31,518473,LVL1
2024-10-31,518608,LVL2
2024-10-31,518642,LVL1
2024-10-31,518686,LVL1
2024-10-31,518799,LVL1
2024-10-31,518835,LVL3
2024-10-31,518922,LVL1
2024-10-31,519137,LVL1
2024-10-31,519158,LVL3
2024-10-31,519163,LVL3
2024-10-31,519198,LVL1
2024-10-31,519251,LVL1
2024-10-31,519348,LVL1
2024-10-31,519350,LVL1
2024-10-31,519460,LVL2
2024-10-31,519473,LVL1
2024-10-31,519495,LVL1
2024-10-31,519502,LVL1
2024-10-31,519541,LVL3
2024-10-31,519560,LVL1
2024-10-31,519566,LVL1
2024-10-31,519571,LVL1
2024-10-31,519594,LVL3
2024-10-31,519600,LVL2
2024-10-31,519623,LVL3
2024-10-31,519645,LVL1
2024-10-31,519688,LVL3
2024-10-31,519744,LVL1
2024-10-31,519766,LVL1
2024-10-31,519982,LVL1
2024-10-31,520032,LVL1
2024-10-31,520121,LVL2
2024-10-31,520157,LVL1
2024-10-31,520370,LVL1
2024-10-31,520458,LVL1
2024-10-31,520582,LVL1
2024-10-31,520632,LVL1
2024-10-31,520707,LVL1
2024-10-31,520783,LVL1
2024-10-31,520807,LVL1
2024-10-31,520839,LVL3
2024-11-30,500017,LVL3
2024-11-30,500909,LVL1
2024-11-30,503264,LVL1
2024-11-30,503595,LVL2
2024-11-30,503641,LVL1
2024-11-30,503701,LVL3
2024-11-30,503817,LVL3
2024-11-30,504087,LVL1
2024-11-30,505036,LVL1
2024-11-30,505312,LVL1
2024-11-30,505331,LVL1
2024-11-30,505421,LVL1
2024-11-30,505658,LVL3
2024-11-30,505973,LVL3
2024-11-30,507193,LVL3
2024-11-30,507685,LVL1
2024-11-30,508085,LVL1
2024-11-30,508161,LVL1
2024-11-30,508239,LVL1
2024-11-30,508297,LVL3
2024-11-30,508589,LVL1
2024-11-30,508608,LVL3
2024-11-30,508727,LVL3
2024-11-30,508850,LVL1
2024-11-30,508894,LVL1
2024-11-30,509032,LVL2
2024-11-30,509062,LVL3
2024-11-30,509465,LVL1
2024-11-30,509477,LVL3
2024-11-30,509492,LVL1
2024-11-30,509497,LVL1
2024-11-30,509514,LVL3
