DEAL_NO,CLIENT_NO,APPLICATION_ID,ORIGINATION_DATE,LOAN_SEGMENT,LOAN_PRODUCT,APPROVED_AMOUNT_GEL,CLOSURE_REASON,CLOSURE_DATE
518332,908343,100018332,2024-02-29,CB,Developer,192225.66,Paid Off Early,2025-06-30
518333,907955,100018333,2024-02-29,CB,Developer,94441.42,Refinanced,2025-02-28
518334,901231,100018334,2024-02-29,CB,Trade Finance,119344.63,Refinanced,2024-07-31
518335,906023,100018335,2024-02-29,CB,Corporate Term Loan,162459.92,Refinanced,2026-05-31
518336,906325,100018336,2024-02-29,SMM,Trade Finance,7828.81,Refinanced,2025-08-31
518337,906277,100018337,2024-02-29,CB,Working Capital,207704.64,Matured,2025-07-31
518338,902234,100018338,2024-02-29,CB,Corporate Term Loan,193169.16,Refinanced,2024-09-30
518339,902828,100018339,2024-02-29,CB,Trade Finance,93315.4,,
518340,908639,100018340,2024-02-29,SMM,Working Capital,39840.1,Matured,2026-04-30
518341,904215,100018341,2024-02-29,CB,Developer,71096.61,,
518342,905187,100018342,2024-02-29,SMM,Working Capital,28046.28,Matured,2025-11-30
518343,901874,100018343,2024-02-29,CB,Developer,111335.7,Refinanced,2024-05-31
518344,905500,100018344,2024-02-29,SMM,Trade Finance,19032.97,Matured,2025-05-31
518345,902134,100018345,2024-02-29,SML,Developer,2323.13,Paid Off Early,2024-12-31
518346,904912,100018346,2024-02-29,SMM,Agro,36777.33,Paid Off Early,2025-09-30
518347,907283,100018347,2024-02-29,CB,Developer,195918.62,Refinanced,2024-07-31
518348,906540,100018348,2024-02-29,CB,Corporate Term Loan,113789.07,Refinanced,2025-09-30
518349,907676,100018349,2024-02-29,CB,Working Capital,100290.0,Matured,2025-05-31
518350,904887,100018350,2024-02-29,SML,Working Capital,4448.36,Matured,2025-07-31
518351,908650,100018351,2024-02-29,CB,Developer,213109.39,,
518352,901566,100018352,2024-02-29,SML,Developer,4602.9,Refinanced,2025-07-31
518353,903296,100018353,2024-02-29,SML,Trade Finance,4552.76,Matured,2024-11-30
518354,902244,100018354,2024-02-29,CB,Trade Finance,61820.08,Matured,2025-08-31
518355,908487,100018355,2024-02-29,RB,Digital,1539.87,,
518356,900200,100018356,2024-02-29,RB,Digital,64.3,Matured,2026-01-31
518357,905805,100018357,2024-02-29,RB,Mortgage,866.72,Paid Off Early,2024-11-30
518358,907319,100018358,2024-02-29,RB,Consumer,1797.54,,
518359,905933,100018359,2024-02-29,SMM,Agro,40935.07,Matured,2025-05-31
518360,904291,100018360,2024-02-29,RB,Auto Loan,1509.87,,
518361,901918,100018361,2024-02-29,SMM,Agro,28676.39,Matured,2026-04-30
518362,908494,100018362,2024-02-29,RB,Auto Loan,760.2,Paid Off Early,2025-12-31
518363,900217,100018363,2024-02-29,SMM,Agro,20221.73,,
518364,905728,100018364,2024-02-29,RB,Auto Loan,1631.73,Paid Off Early,2026-04-30
518365,901772,100018365,2024-02-29,SMM,Trade Finance,22977.04,Matured,2024-12-31
518366,904524,100018366,2024-02-29,RB,Digital,447.18,Matured,2026-01-31
518367,903752,100018367,2024-02-29,SML,Developer,2847.97,Paid Off Early,2025-05-31
518368,902820,100018368,2024-02-29,SMM,Working Capital,14677.21,Matured,2024-10-31
518369,906735,100018369,2024-02-29,RB,Mortgage,821.08,,
518370,900327,100018370,2024-02-29,SML,Corporate Term Loan,2702.71,,
518371,904984,100018371,2024-02-29,SMM,Agro,37844.71,Paid Off Early,2025-04-30
518372,907736,100018372,2024-02-29,RB,Consumer,1275.38,,
518373,905159,100018373,2024-02-29,SML,Working Capital,3129.68,Matured,2026-02-28
518374,904633,100018374,2024-02-29,SMM,Developer,34327.9,Matured,2026-05-31
518375,901021,100018375,2024-02-29,RB,Consumer,106.83,,
518376,908595,100018376,2024-02-29,SML,Trade Finance,2761.84,Matured,2024-12-31
518377,900505,100018377,2024-02-29,SMM,Agro,18024.77,Refinanced,2026-02-28
518378,901102,100018378,2024-02-29,RB,Auto Loan,726.21,,
518379,902535,100018379,2024-02-29,SML,Trade Finance,2665.7,Matured,2026-07-31
518380,904935,100018380,2024-02-29,SMM,Trade Finance,40001.75,Matured,2025-12-31
518381,904794,100018381,2024-02-29,RB,Consumer,919.14,Paid Off Early,2025-02-28
518382,906061,100018382,2024-02-29,SML,Working Capital,3006.37,Matured,2024-10-31
518383,902322,100018383,2024-02-29,SMM,Corporate Term Loan,17717.61,Refinanced,2024-08-31
518384,903887,100018384,2024-02-29,RB,Digital,640.25,Matured,2025-03-31
518385,903105,100018385,2024-02-29,SML,Developer,3990.6,,
518386,904912,100018386,2024-02-29,SMM,Developer,6851.09,,
518387,900179,100018387,2024-02-29,RB,Digital,757.56,Matured,2026-04-30
518388,900975,100018388,2024-02-29,SML,Working Capital,3818.53,Matured,2025-03-31
518389,901335,100018389,2024-02-29,SMM,Corporate Term Loan,7860.57,,
518390,907614,100018390,2024-02-29,RB,Consumer,836.06,,
518391,905172,100018391,2024-02-29,SML,Working Capital,4251.0,Paid Off Early,2025-01-31
518392,903268,100018392,2024-02-29,SMM,Trade Finance,37422.47,Matured,2024-10-31
518393,901042,100018393,2024-02-29,RB,Consumer,1155.46,,
518394,900174,100018394,2024-02-29,SML,Agro,2719.22,,
518395,906761,100018395,2024-02-29,SMM,Agro,29253.49,Refinanced,2024-11-30
518396,900698,100018396,2024-02-29,RB,Auto Loan,843.22,,
518397,904482,100018397,2024-02-29,SML,Trade Finance,3893.1,Refinanced,2024-06-30
518398,905647,100018398,2024-02-29,SMM,Trade Finance,32765.32,Matured,2024-09-30
518399,906016,100018399,2024-02-29,RB,Digital,73.83,,
518400,904903,100018400,2024-02-29,SML,Working Capital,4617.4,Matured,2025-09-30
518401,906344,100018401,2024-02-29,SMM,Corporate Term Loan,25377.23,Refinanced,2025-08-31
518402,906842,100018402,2024-02-29,RB,Consumer,1457.22,Paid Off Early,2024-06-30
518403,903056,100018403,2024-02-29,SML,Agro,3000.55,Matured,2025-10-31
518404,903990,100018404,2024-02-29,SMM,Agro,32420.67,Matured,2025-09-30
518405,900232,100018405,2024-02-29,RB,Digital,1653.31,,
518406,904583,100018406,2024-02-29,SML,Working Capital,2292.1,Matured,2024-12-31
518407,900220,100018407,2024-02-29,SMM,Developer,39848.08,,
518408,908953,100018408,2024-02-29,RB,Digital,614.84,Paid Off Early,2024-07-31
518409,905602,100018409,2024-02-29,SML,Corporate Term Loan,2564.03,,
518410,906540,100018410,2024-02-29,SMM,Developer,12905.84,Refinanced,2025-03-31
518411,905397,100018411,2024-02-29,RB,Mortgage,1491.32,Paid Off Early,2024-07-31
518412,902929,100018412,2024-02-29,SML,Developer,2532.25,Paid Off Early,2026-05-31
518413,901503,100018413,2024-02-29,SMM,Corporate Term Loan,10929.23,,
518414,904761,100018414,2024-02-29,RB,Digital,549.68,Matured,2025-09-30
518415,905582,100018415,2024-02-29,SML,Trade Finance,4475.81,Matured,2025-05-31
518416,903888,100018416,2024-02-29,SMM,Corporate Term Loan,40642.36,,
518417,903440,100018417,2024-02-29,RB,Auto Loan,767.94,Written Off,2026-03-31
518418,902790,100018418,2024-02-29,SML,Developer,3838.69,Refinanced,2026-05-31
518419,903268,100018419,2024-02-29,SMM,Developer,7498.99,,
518420,903465,100018420,2024-02-29,RB,Digital,1828.93,,
518421,908871,100018421,2024-02-29,SML,Developer,3710.06,,
518422,901086,100018422,2024-02-29,SMM,Developer,31212.51,,
518423,905881,100018423,2024-02-29,RB,Auto Loan,141.37,,
518424,908816,100018424,2024-02-29,SML,Working Capital,4161.51,Matured,2025-12-31
518425,907311,100018425,2024-02-29,SMM,Working Capital,8505.38,Matured,2024-10-31
518426,904186,100018426,2024-02-29,RB,Mortgage,1663.62,,
518427,907365,100018427,2024-02-29,SML,Agro,2407.23,,
518428,905784,100018428,2024-02-29,SMM,Trade Finance,28966.79,Paid Off Early,2024-11-30
518429,905387,100018429,2024-02-29,CB,Trade Finance,144554.0,Matured,2025-05-31
518430,900390,100018430,2024-02-29,SML,Digital,1625.32,Matured,2025-06-30
518431,905939,100018431,2024-02-29,SML,Working Capital,3927.75,,
518432,902996,100018432,2024-02-29,SMM,Agro,36416.81,,
518433,906655,100018433,2024-02-29,CB,Corporate Term Loan,70839.93,Refinanced,2025-06-30
518434,904193,100018434,2024-02-29,RB,Consumer,208.9,,
518435,903732,100018435,2024-02-29,SML,Developer,3912.28,,
518436,901640,100018436,2024-02-29,SMM,Developer,8400.58,Paid Off Early,2026-04-30
518437,905758,100018437,2024-02-29,CB,Trade Finance,67170.47,Paid Off Early,2024-11-30
518438,905060,100018438,2024-02-29,RB,Mortgage,1804.43,,
518439,901620,100018439,2024-02-29,SML,Agro,4048.14,Paid Off Early,2025-02-28
518440,907197,100018440,2024-02-29,SMM,Developer,40118.33,Refinanced,2026-01-31
518441,901624,100018441,2024-02-29,CB,Developer,69344.47,,
518442,905601,100018442,2024-02-29,RB,Digital,1855.68,Paid Off Early,2024-08-31
518443,906154,100018443,2024-02-29,SML,Working Capital,4682.29,Refinanced,2025-03-31
518444,900960,100018444,2024-02-29,SMM,Corporate Term Loan,34422.19,,
518445,903148,100018445,2024-02-29,CB,Trade Finance,202360.26,Matured,2024-11-30
518446,901904,100018446,2024-02-29,RB,Digital,252.4,,
518447,902137,100018447,2024-02-29,SML,Developer,4411.87,Paid Off Early,2024-10-31
518448,906639,100018448,2024-02-29,SMM,Agro,35074.87,,
518449,906178,100018449,2024-02-29,CB,Working Capital,58325.97,Matured,2025-07-31
518450,906428,100018450,2024-02-29,RB,Consumer,1168.02,,
518451,903893,100018451,2024-02-29,SML,Corporate Term Loan,4601.36,Paid Off Early,2024-05-31
518452,902803,100018452,2024-02-29,SMM,Corporate Term Loan,8690.19,Paid Off Early,2024-04-30
518453,908774,100018453,2024-02-29,CB,Corporate Term Loan,75488.18,,
518454,905322,100018454,2024-02-29,RB,Mortgage,1111.89,Paid Off Early,2024-12-31
518455,906261,100018455,2024-02-29,SML,Agro,2584.49,Matured,2025-09-30
518456,905612,100018456,2024-02-29,SMM,Trade Finance,23675.52,Refinanced,2025-01-31
518457,908304,100018457,2024-02-29,CB,Trade Finance,143317.98,Matured,2024-08-31
518458,900280,100018458,2024-02-29,RB,Consumer,1616.3,,
518459,906197,100018459,2024-02-29,SML,Trade Finance,4635.18,Paid Off Early,2024-10-31
518460,907550,100018460,2024-02-29,SMM,Trade Finance,18690.19,Matured,2025-06-30
518461,900353,100018461,2024-02-29,CB,Corporate Term Loan,132541.7,,
518462,902936,100018462,2024-02-29,RB,Auto Loan,619.55,,
518463,902688,100018463,2024-02-29,SML,Working Capital,2207.76,Paid Off Early,2025-03-31
518464,907041,100018464,2024-02-29,SMM,Corporate Term Loan,33044.27,Refinanced,2025-11-30
518465,907530,100018465,2024-02-29,CB,Trade Finance,174706.52,Matured,2026-04-30
518466,903944,100018466,2024-02-29,RB,Mortgage,205.27,,
518467,908995,100018467,2024-02-29,SML,Corporate Term Loan,2198.52,Refinanced,2025-01-31
518468,902399,100018468,2024-02-29,SMM,Agro,15628.01,Paid Off Early,2024-08-31
518469,904348,100018469,2024-02-29,CB,Trade Finance,179115.94,Matured,2025-08-31
518470,904494,100018470,2024-02-29,RB,Auto Loan,314.33,,
518471,901306,100018471,2024-02-29,SML,Corporate Term Loan,3846.14,,
518472,901883,100018472,2024-02-29,SMM,Corporate Term Loan,32608.88,Refinanced,2025-04-30
518473,904571,100018473,2024-02-29,CB,Developer,94817.79,,
518474,907015,100018474,2024-02-29,SML,Mortgage,1881.01,Refinanced,2024-07-31
518475,900228,100018475,2024-02-29,SML,Working Capital,3620.87,Matured,2024-12-31
518476,906220,100018476,2024-02-29,SMM,Agro,35691.64,Matured,2026-06-30
518477,900300,100018477,2024-02-29,CB,Corporate Term Loan,57039.19,Refinanced,2024-06-30
518478,906408,100018478,2024-02-29,RB,Digital,1057.32,,
518479,904809,100018479,2024-02-29,SML,Corporate Term Loan,3111.1,Paid Off Early,2025-06-30
518480,905310,100018480,2024-02-29,SMM,Agro,8692.18,Matured,2025-09-30
518481,903619,100018481,2024-02-29,CB,Developer,156417.87,Refinanced,2025-04-30
518482,903514,100018482,2024-02-29,RB,Consumer,239.07,Paid Off Early,2026-02-28
518483,902430,100018483,2024-02-29,SML,Agro,4253.18,Matured,2026-06-30
518484,904527,100018484,2024-02-29,SMM,Agro,13444.29,Matured,2025-08-31
518485,905165,100018485,2024-02-29,CB,Trade Finance,149480.93,Matured,2024-11-30
518486,902825,100018486,2024-02-29,RB,Digital,1898.54,Paid Off Early,2024-06-30
518487,908033,100018487,2024-02-29,SML,Corporate Term Loan,2943.63,,
518488,907933,100018488,2024-02-29,SMM,Agro,16565.49,Matured,2025-12-31
518489,908036,100018489,2024-02-29,CB,Corporate Term Loan,57775.01,Paid Off Early,2026-05-31
518490,906563,100018490,2024-02-29,RB,Mortgage,1077.48,,
518491,906614,100018491,2024-02-29,SML,Working Capital,3789.7,Matured,2025-05-31
518492,906096,100018492,2024-02-29,SMM,Trade Finance,36850.1,Refinanced,2025-07-31
518493,905834,100018493,2024-02-29,CB,Trade Finance,112201.01,Matured,2024-09-30
518494,900338,100018494,2024-02-29,RB,Auto Loan,1212.11,,
518495,906366,100018495,2024-02-29,SML,Agro,2411.23,,
518496,902549,100018496,2024-02-29,SMM,Corporate Term Loan,8512.62,Paid Off Early,2025-03-31
518497,900168,100018497,2024-02-29,CB,Developer,147250.3,Paid Off Early,2026-03-31
518498,907051,100018498,2024-02-29,RB,Digital,1199.65,,
518499,900025,100018499,2024-02-29,SML,Developer,3541.62,,
518500,906686,100018500,2024-02-29,SMM,Corporate Term Loan,20797.46,Paid Off Early,2025-11-30
518501,905391,100018501,2024-02-29,CB,Working Capital,166056.57,Paid Off Early,2024-03-31
518502,903238,100018502,2024-02-29,RB,Mortgage,561.51,,
518503,901978,100018503,2024-02-29,SML,Working Capital,3822.71,Paid Off Early,2025-01-31
518504,902741,100018504,2024-02-29,SMM,Agro,11912.7,Matured,2026-04-30
518505,908438,100018505,2024-02-29,CB,Developer,84147.27,Paid Off Early,2026-05-31
518506,900547,100018506,2024-02-29,RB,Mortgage,1118.46,,
518507,902043,100018507,2024-02-29,SML,Corporate Term Loan,3127.7,,
518508,901029,100018508,2024-02-29,SMM,Agro,26657.53,Matured,2025-10-31
518509,905932,100018509,2024-02-29,CB,Developer,97990.98,Refinanced,2025-01-31
518510,908146,100018510,2024-02-29,RB,Digital,1813.77,Matured,2025-04-30
518511,900172,100018511,2024-02-29,SML,Corporate Term Loan,2475.7,,
518512,906406,100018512,2024-02-29,SMM,Corporate Term Loan,18394.92,,
518513,900657,100018513,2024-02-29,CB,Corporate Term Loan,79246.63,Paid Off Early,2025-08-31
518514,901047,100018514,2024-02-29,RB,Consumer,459.02,,
518515,904857,100018515,2024-02-29,SML,Working Capital,3867.49,Matured,2025-07-31
518516,901631,100018516,2024-02-29,SMM,Trade Finance,23513.49,Matured,2026-01-31
518517,908003,100018517,2024-02-29,CB,Trade Finance,58761.78,Paid Off Early,2024-11-30
518518,901094,100018518,2024-02-29,SML,Consumer,1689.21,Matured,2025-03-31
518519,901665,100018519,2024-02-29,SML,Trade Finance,2783.96,Matured,2025-09-30
518520,901955,100018520,2024-02-29,SMM,Trade Finance,8487.23,Matured,2025-05-31
518521,906901,100018521,2024-02-29,CB,Corporate Term Loan,121942.59,Refinanced,2025-10-31
518522,906553,100018522,2024-02-29,RB,Consumer,305.22,,
518523,902912,100018523,2024-02-29,SML,Working Capital,3824.93,Matured,2025-03-31
518524,904558,100018524,2024-02-29,SMM,Trade Finance,27586.21,Paid Off Early,2025-01-31
518525,907599,100018525,2024-02-29,CB,Trade Finance,201246.49,Paid Off Early,2024-04-30
518526,901581,100018526,2024-02-29,RB,Mortgage,1192.51,,
518527,908125,100018527,2024-02-29,SML,Working Capital,3567.24,Paid Off Early,2024-10-31
518528,907346,100018528,2024-02-29,SMM,Trade Finance,25111.25,Matured,2026-01-31
518529,903489,100018529,2024-02-29,CB,Corporate Term Loan,53039.85,,
518530,903554,100018530,2024-02-29,RB,Consumer,262.83,,
518531,905298,100018531,2024-02-29,SML,Corporate Term Loan,2172.1,Refinanced,2026-01-31
518532,904390,100018532,2024-02-29,SMM,Developer,34992.41,,
518533,900772,100018533,2024-02-29,CB,Trade Finance,128448.9,Matured,2025-01-31
518534,900689,100018534,2024-02-29,RB,Digital,883.14,,
518535,904069,100018535,2024-02-29,SML,Agro,4131.55,Matured,2025-12-31
518536,904069,100018536,2024-02-29,SMM,Corporate Term Loan,26849.14,,
518537,901499,100018537,2024-02-29,CB,Trade Finance,148275.4,Matured,2025-12-31
518538,901406,100018538,2024-02-29,RB,Mortgage,1194.74,Paid Off Early,2024-05-31
518539,906885,100018539,2024-02-29,SML,Developer,3437.48,,
518540,904482,100018540,2024-02-29,SMM,Agro,9127.3,,
518541,908550,100018541,2024-02-29,CB,Developer,116465.6,,
518542,904433,100018542,2024-02-29,RB,Auto Loan,68.57,,
518543,907903,100018543,2024-02-29,SML,Working Capital,4193.77,Refinanced,2025-04-30
518544,901426,100018544,2024-02-29,SMM,Working Capital,36593.56,Matured,2024-09-30
518545,902646,100018545,2024-02-29,CB,Trade Finance,148353.54,Matured,2025-01-31
518546,904748,100018546,2024-02-29,RB,Mortgage,1841.99,,
518547,905769,100018547,2024-02-29,SML,Agro,3448.47,Matured,2026-05-31
518548,902529,100018548,2024-02-29,SMM,Trade Finance,29666.02,Refinanced,2024-06-30
518549,907998,100018549,2024-02-29,CB,Corporate Term Loan,172907.26,Paid Off Early,2025-11-30
518550,901463,100018550,2024-02-29,RB,Consumer,1695.57,,
518551,903073,100018551,2024-02-29,SML,Trade Finance,3039.06,Paid Off Early,2025-10-31
518552,904329,100018552,2024-02-29,SMM,Developer,26129.88,,
518553,907467,100018553,2024-02-29,CB,Trade Finance,111582.95,Matured,2025-11-30
518554,905435,100018554,2024-02-29,RB,Consumer,1213.16,Matured,2026-03-31
518555,904683,100018555,2024-02-29,SML,Developer,3816.62,,
518556,904019,100018556,2024-02-29,SMM,Corporate Term Loan,38626.29,,
518557,906688,100018557,2024-02-29,CB,Developer,158050.84,Refinanced,2024-06-30
518558,904777,100018558,2024-02-29,RB,Auto Loan,998.28,Paid Off Early,2024-10-31
518559,902945,100018559,2024-02-29,SML,Corporate Term Loan,4684.49,,
518560,902547,100018560,2024-02-29,SMM,Developer,40576.37,Written Off,2026-01-31
518561,902083,100018561,2024-02-29,CB,Working Capital,79124.23,Refinanced,2025-09-30
518562,902978,100018562,2024-02-29,RB,Auto Loan,161.75,Paid Off Early,2024-05-31
518563,901048,100018563,2024-02-29,SML,Developer,3059.78,,
518564,900126,100018564,2024-02-29,SMM,Trade Finance,24207.23,Matured,2024-09-30
518565,904999,100018565,2024-02-29,CB,Working Capital,197928.43,Matured,2025-10-31
518566,906580,100018566,2024-02-29,RB,Mortgage,708.8,,
518567,907395,100018567,2024-02-29,SML,Working Capital,2592.08,Matured,2025-11-30
518568,905204,100018568,2024-02-29,SMM,Agro,30265.62,Matured,2025-06-30
518569,901216,100018569,2024-02-29,CB,Developer,195380.02,,
518570,905021,100018570,2024-02-29,SMM,Corporate Term Loan,39750.22,Paid Off Early,2026-02-28
518571,906282,100018571,2024-02-29,SMM,Developer,42511.58,,
518572,902422,100018572,2024-02-29,SMM,Corporate Term Loan,28717.52,,
518573,908520,100018573,2024-02-29,CB,Developer,100919.73,Paid Off Early,2025-07-31
518574,907149,100018574,2024-02-29,CB,Corporate Term Loan,94902.39,,
518575,905409,100018575,2024-03-31,SMM,Trade Finance,34930.69,Matured,2025-03-31
518576,901014,100018576,2024-03-31,SML,Working Capital,3856.28,Matured,2025-11-30
518577,902212,100018577,2024-03-31,SMM,Agro,20726.15,,
518578,901858,100018578,2024-03-31,SML,Developer,4268.27,,
518579,907052,100018579,2024-03-31,SMM,Trade Finance,23942.4,Matured,2025-09-30
518580,900485,100018580,2024-03-31,SMM,Agro,28052.26,,
518581,903833,100018581,2024-03-31,SMM,Agro,28157.93,,
518582,904208,100018582,2024-03-31,SMM,Trade Finance,18992.28,Matured,2024-11-30
518583,903321,100018583,2024-03-31,SMM,Agro,14922.19,Refinanced,2026-05-31
518584,901221,100018584,2024-03-31,SML,Agro,3356.31,Matured,2025-06-30
518585,903456,100018585,2024-03-31,CB,Corporate Term Loan,134921.27,Refinanced,2026-01-31
518586,901082,100018586,2024-03-31,CB,Working Capital,181311.78,Refinanced,2024-04-30
518587,907633,100018587,2024-03-31,CB,Corporate Term Loan,116242.14,,
518588,902612,100018588,2024-03-31,SMM,Developer,7137.07,,
518589,907914,100018589,2024-03-31,CB,Trade Finance,150333.64,Refinanced,2024-08-31
518590,905335,100018590,2024-03-31,SML,Agro,3105.33,,
518591,903444,100018591,2024-03-31,SMM,Developer,30879.73,,
518592,904765,100018592,2024-03-31,CB,Working Capital,84763.58,Matured,2025-04-30
518593,906555,100018593,2024-03-31,SML,Trade Finance,2247.59,Refinanced,2025-04-30
518594,907250,100018594,2024-03-31,SMM,Agro,40894.57,Matured,2026-01-31
518595,903028,100018595,2024-03-31,SMM,Corporate Term Loan,11316.67,Refinanced,2025-12-31
518596,908189,100018596,2024-03-31,SMM,Trade Finance,26539.59,Paid Off Early,2026-03-31
518597,901138,100018597,2024-03-31,SMM,Agro,8975.1,Matured,2025-06-30
518598,905879,100018598,2024-03-31,CB,Working Capital,177810.13,Matured,2024-10-31
518599,904877,100018599,2024-03-31,SML,Agro,2146.52,Matured,2025-06-30
518600,901821,100018600,2024-03-31,SML,Corporate Term Loan,3844.74,,
518601,904072,100018601,2024-03-31,CB,Corporate Term Loan,119424.85,Paid Off Early,2024-08-31
518602,903163,100018602,2024-03-31,SMM,Developer,17786.91,,
518603,907282,100018603,2024-03-31,SMM,Developer,28138.92,Refinanced,2024-05-31
518604,903409,100018604,2024-03-31,CB,Trade Finance,198252.8,Matured,2025-12-31
518605,902878,100018605,2024-03-31,SML,Developer,4667.63,Paid Off Early,2024-04-30
518606,902735,100018606,2024-03-31,CB,Working Capital,95958.8,Matured,2025-05-31
518607,904799,100018607,2024-03-31,SML,Developer,3325.45,Paid Off Early,2025-11-30
518608,902105,100018608,2024-03-31,SML,Corporate Term Loan,2329.03,Refinanced,2026-03-31
518609,908560,100018609,2024-03-31,SMM,Corporate Term Loan,22506.33,Matured,2026-04-30
518610,904921,100018610,2024-03-31,SML,Working Capital,2946.04,Matured,2025-01-31
518611,908651,100018611,2024-03-31,SML,Agro,4353.94,Matured,2026-05-31
518612,902473,100018612,2024-03-31,CB,Working Capital,207202.04,Refinanced,2024-11-30
518613,904200,100018613,2024-03-31,CB,Working Capital,151187.31,Refinanced,2024-06-30
518614,907506,100018614,2024-03-31,CB,Developer,231418.71,Paid Off Early,2025-04-30
518615,904004,100018615,2024-03-31,CB,Trade Finance,127577.54,Matured,2025-12-31
518616,903895,100018616,2024-03-31,CB,Working Capital,113943.06,Matured,2025-02-28
518617,902600,100018617,2024-03-31,CB,Corporate Term Loan,140911.46,,
518618,903293,100018618,2024-03-31,CB,Developer,72642.6,Refinanced,2024-11-30
518619,900685,100018619,2024-03-31,CB,Trade Finance,126266.87,Paid Off Early,2024-12-31
518620,900924,100018620,2024-03-31,CB,Trade Finance,123137.19,Refinanced,2024-04-30
518621,903930,100018621,2024-03-31,CB,Corporate Term Loan,181040.32,,
518622,904615,100018622,2024-03-31,SMM,Corporate Term Loan,16460.71,Refinanced,2024-04-30
518623,907668,100018623,2024-03-31,SMM,Agro,19941.04,Refinanced,2025-06-30
518624,906415,100018624,2024-03-31,SMM,Trade Finance,31325.46,Matured,2025-04-30
518625,902506,100018625,2024-03-31,CB,Working Capital,64730.38,Matured,2025-02-28
518626,907441,100018626,2024-03-31,CB,Trade Finance,214123.93,Refinanced,2024-05-31
518627,904640,100018627,2024-03-31,CB,Trade Finance,66273.21,Matured,2026-03-31
518628,902377,100018628,2024-03-31,CB,Working Capital,199057.91,Matured,2024-11-30
518629,902348,100018629,2024-03-31,SMM,Corporate Term Loan,6606.91,,
518630,907936,100018630,2024-03-31,CB,Developer,180536.59,,
518631,903360,100018631,2024-03-31,SMM,Working Capital,38937.75,Matured,2026-02-28
518632,901289,100018632,2024-03-31,SMM,Agro,8541.15,Paid Off Early,2024-08-31
518633,906335,100018633,2024-03-31,CB,Developer,73834.1,Paid Off Early,2024-08-31
518634,906717,100018634,2024-03-31,CB,Developer,145610.02,,
518635,903301,100018635,2024-03-31,SML,Trade Finance,4009.42,Paid Off Early,2024-11-30
518636,908412,100018636,2024-03-31,SML,Trade Finance,3452.32,Paid Off Early,2025-04-30
518637,900916,100018637,2024-03-31,SMM,Working Capital,17537.04,Matured,2026-01-31
518638,901888,100018638,2024-03-31,CB,Developer,206590.63,,
518639,905363,100018639,2024-03-31,SMM,Working Capital,35782.44,Matured,2025-03-31
518640,902567,100018640,2024-03-31,SML,Working Capital,2802.9,Matured,2025-09-30
518641,907796,100018641,2024-03-31,SMM,Developer,30922.01,,
518642,908640,100018642,2024-03-31,SMM,Agro,30242.58,,
518643,907634,100018643,2024-03-31,SMM,Trade Finance,10928.4,Matured,2025-10-31
518644,907785,100018644,2024-03-31,CB,Developer,216276.21,,
518645,907118,100018645,2024-03-31,SMM,Corporate Term Loan,10524.09,Matured,2026-04-30
518646,905091,100018646,2024-03-31,SMM,Working Capital,19016.84,Paid Off Early,2025-10-31
518647,903767,100018647,2024-03-31,SML,Working Capital,3460.7,Matured,2025-02-28
518648,904061,100018648,2024-03-31,SML,Trade Finance,4734.08,Paid Off Early,2024-04-30
518649,906497,100018649,2024-03-31,SML,Agro,2929.86,Matured,2025-11-30
518650,906057,100018650,2024-03-31,SML,Working Capital,3950.26,Matured,2025-07-31
518651,907140,100018651,2024-03-31,RB,Mortgage,1012.66,Paid Off Early,2025-08-31
518652,901653,100018652,2024-03-31,SML,Trade Finance,3094.41,Matured,2024-10-31
518653,907182,100018653,2024-03-31,RB,Consumer,1312.08,,
518654,908344,100018654,2024-03-31,SML,Developer,2238.52,,
518655,908301,100018655,2024-03-31,RB,Auto Loan,1641.75,Paid Off Early,2026-05-31
518656,904373,100018656,2024-03-31,SML,Agro,3275.26,,
518657,905137,100018657,2024-03-31,SMM,Corporate Term Loan,33686.21,,
518658,906938,100018658,2024-03-31,RB,Mortgage,549.44,,
518659,903730,100018659,2024-03-31,SML,Working Capital,2478.84,Paid Off Early,2024-08-31
518660,901677,100018660,2024-03-31,SMM,Agro,10859.14,Matured,2025-03-31
518661,907620,100018661,2024-03-31,RB,Auto Loan,1138.0,,
518662,904676,100018662,2024-03-31,SML,Trade Finance,4529.38,Matured,2025-05-31
518663,907389,100018663,2024-03-31,SMM,Working Capital,18697.35,Matured,2025-02-28
518664,902569,100018664,2024-03-31,RB,Auto Loan,1035.66,,
518665,903135,100018665,2024-03-31,SML,Developer,2279.89,,
518666,904215,100018666,2024-03-31,SMM,Developer,6690.99,Refinanced,2024-06-30
518667,905579,100018667,2024-03-31,RB,Auto Loan,638.57,,
518668,905828,100018668,2024-03-31,SML,Corporate Term Loan,4660.65,Refinanced,2025-08-31
518669,908098,100018669,2024-03-31,SMM,Developer,15450.35,,
518670,900574,100018670,2024-03-31,RB,Auto Loan,298.44,Paid Off Early,2025-07-31
518671,902803,100018671,2024-03-31,SML,Working Capital,4605.4,Refinanced,2024-09-30
518672,900970,100018672,2024-03-31,SMM,Working Capital,28207.56,Refinanced,2025-02-28
518673,907536,100018673,2024-03-31,RB,Digital,836.68,Matured,2025-09-30
518674,901887,100018674,2024-03-31,SML,Corporate Term Loan,4733.48,,
518675,906671,100018675,2024-03-31,SMM,Trade Finance,32154.45,Matured,2025-09-30
