CLIENT_NO,HIST_DATE,TRANSFER_IN,TRANSFER_OUT
907429,2025-06-30,2095.55,2144.94
907451,2025-06-30,739.35,1130.54
907460,2025-06-30,488.77,2683.05
907477,2025-06-30,867.99,2972.19
907531,2025-06-30,408.83,1650.33
907537,2025-06-30,2097.99,1613.96
907556,2025-06-30,570.64,1344.31
907566,2025-06-30,2761.03,1265.14
907593,2025-06-30,2173.1,1801.64
907595,2025-06-30,2003.06,5269.11
907596,2025-06-30,1233.79,4623.0
907606,2025-06-30,2044.44,5114.79
907608,2025-06-30,542.71,1134.13
907630,2025-06-30,692.36,3535.95
907642,2025-06-30,1690.49,3308.28
907643,2025-06-30,1308.91,4454.06
907677,2025-06-30,3822.48,1036.77
907684,2025-06-30,529.48,281.75
907688,2025-06-30,621.7,1511.5
907720,2025-06-30,743.63,2093.61
907735,2025-06-30,2019.99,7954.68
907752,2025-06-30,967.64,391.05
907759,2025-06-30,481.38,1522.83
907761,2025-06-30,3030.39,2115.53
907770,2025-06-30,1579.23,567.16
907782,2025-06-30,810.92,1072.08
907800,2025-06-30,640.29,2586.58
907818,2025-06-30,404.23,185.03
907849,2025-06-30,1011.23,2049.29
907877,2025-06-30,796.38,2124.4
907878,2025-06-30,1518.07,4731.21
907885,2025-06-30,986.55,4276.74
907915,2025-06-30,2201.33,1795.49
907937,2025-06-30,1561.32,4409.43
907951,2025-06-30,497.54,117.0
907964,2025-06-30,1406.45,4876.43
907991,2025-06-30,798.5,4791.68
908002,2025-06-30,1017.1,3048.25
908006,2025-06-30,1440.22,6139.93
908017,2025-06-30,1013.15,1156.24
908038,2025-06-30,857.34,685.65
908084,2025-06-30,3557.7,9316.73
908105,2025-06-30,4466.72,1937.23
908106,2025-06-30,1347.05,8602.54
908134,2025-06-30,1313.31,6365.95
908177,2025-06-30,2101.08,8306.6
908180,2025-06-30,2017.9,2728.46
908188,2025-06-30,332.67,1309.09
908228,2025-06-30,1173.49,3034.2
908230,2025-06-30,1962.84,765.3
908242,2025-06-30,680.21,3548.92
908246,2025-06-30,904.36,2808.83
908266,2025-06-30,2373.96,1610.09
908289,2025-06-30,1119.9,359.83
908291,2025-06-30,2803.2,3174.65
908353,2025-06-30,1252.33,2903.2
908360,2025-06-30,2850.12,3133.93
908383,2025-06-30,3208.5,1234.9
908401,2025-06-30,264.34,207.27
908417,2025-06-30,6685.85,2389.75
908425,2025-06-30,612.3,2488.91
908427,2025-06-30,531.2,1599.62
908428,2025-06-30,1237.64,4180.25
908430,2025-06-30,3102.17,3460.95
908449,2025-06-30,1128.91,4455.5
908461,2025-06-30,2122.11,7380.98
908512,2025-06-30,1506.37,5335.79
908532,2025-06-30,4408.93,1929.86
908567,2025-06-30,228.22,548.24
908572,2025-06-30,3177.05,6671.08
908582,2025-06-30,942.36,2186.65
908583,2025-06-30,401.37,689.37
908620,2025-06-30,3329.96,1912.08
908623,2025-06-30,4574.34,3050.3
908628,2025-06-30,1540.73,7213.43
908645,2025-06-30,776.26,337.57
908677,2025-06-30,1731.0,5816.21
908681,2025-06-30,430.08,834.84
908691,2025-06-30,1753.57,5104.17
908700,2025-06-30,875.12,2480.78
908718,2025-06-30,190.89,497.5
908732,2025-06-30,1140.74,1578.03
908745,2025-06-30,288.09,328.77
908746,2025-06-30,2715.26,1042.81
908772,2025-06-30,731.68,2352.14
908785,2025-06-30,1698.51,4542.11
908789,2025-06-30,1725.97,7079.09
908811,2025-06-30,1852.7,1982.18
908834,2025-06-30,753.31,5237.12
908892,2025-06-30,813.8,2693.41
908922,2025-06-30,2727.15,1872.65
908929,2025-06-30,3619.93,3783.06
908934,2025-06-30,2281.27,863.45
908939,2025-06-30,3161.41,3498.72
908983,2025-06-30,3033.85,2060.08
900020,2025-07-31,1557.8,2929.02
900042,2025-07-31,1454.17,1035.84
900052,2025-07-31,126.75,772.18
900076,2025-07-31,1353.6,9025.94
900098,2025-07-31,1930.15,5291.6
900131,2025-07-31,1034.9,5029.16
900136,2025-07-31,1340.79,7378.76
900137,2025-07-31,1676.82,5776.78
900145,2025-07-31,428.83,1958.97
900156,2025-07-31,4224.97,2435.15
900159,2025-07-31,1099.5,387.78
900232,2025-07-31,2080.93,1774.97
900260,2025-07-31,5920.33,3237.58
900263,2025-07-31,1065.57,615.5
900270,2025-07-31,505.28,988.46
900306,2025-07-31,436.1,2494.1
900358,2025-07-31,638.65,3089.1
900401,2025-07-31,1036.08,644.66
900433,2025-07-31,3450.98,2712.71
900444,2025-07-31,272.46,801.32
900446,2025-07-31,885.14,1925.87
900448,2025-07-31,3127.32,3116.84
900455,2025-07-31,371.11,341.23
900477,2025-07-31,3569.17,1364.96
900542,2025-07-31,791.69,1218.25
900551,2025-07-31,1380.91,5496.88
900589,2025-07-31,1215.75,1760.7
900599,2025-07-31,2282.84,9280.23
900616,2025-07-31,1310.69,1332.3
900634,2025-07-31,1643.59,1243.37
900640,2025-07-31,445.53,1998.64
900661,2025-07-31,3343.34,3916.11
900683,2025-07-31,1092.28,4805.39
900694,2025-07-31,812.02,2611.06
900701,2025-07-31,5272.79,2283.45
900710,2025-07-31,1400.29,3743.25
900742,2025-07-31,1633.33,1521.81
900743,2025-07-31,496.63,1791.53
900750,2025-07-31,2364.73,2970.27
900757,2025-07-31,2694.62,1675.82
900767,2025-07-31,661.21,3877.36
900786,2025-07-31,1403.09,6361.93
900804,2025-07-31,2980.85,8456.81
900808,2025-07-31,5086.11,2020.59
900828,2025-07-31,1238.89,5651.69
900840,2025-07-31,2599.65,3368.35
900853,2025-07-31,1871.08,802.1
900898,2025-07-31,1220.97,3213.84
900901,2025-07-31,1996.52,618.03
900919,2025-07-31,372.69,408.19
900932,2025-07-31,221.18,913.39
900942,2025-07-31,644.53,297.51
900965,2025-07-31,2529.3,2679.79
900985,2025-07-31,1514.77,4069.99
900991,2025-07-31,609.87,2848.48
901006,2025-07-31,247.72,1349.73
901022,2025-07-31,1430.32,1526.88
901023,2025-07-31,969.22,4494.77
901042,2025-07-31,1238.26,5520.43
901044,2025-07-31,135.0,383.71
901070,2025-07-31,325.22,2053.77
901084,2025-07-31,201.43,1263.83
901092,2025-07-31,1824.06,2087.06
901107,2025-07-31,723.88,793.32
901117,2025-07-31,2542.79,7086.02
901119,2025-07-31,2634.73,2759.39
901141,2025-07-31,2042.7,4381.82
901169,2025-07-31,6804.67,2040.69
901179,2025-07-31,2741.39,959.81
901228,2025-07-31,2291.19,6055.74
901245,2025-07-31,2477.06,2598.83
901280,2025-07-31,3038.39,1935.13
901304,2025-07-31,2303.79,1628.71
901312,2025-07-31,561.99,265.55
901342,2025-07-31,1039.0,6050.76
901361,2025-07-31,1391.83,4246.25
901429,2025-07-31,2789.21,1381.94
901431,2025-07-31,1422.62,3992.28
901434,2025-07-31,4320.26,1270.34
901474,2025-07-31,2629.79,4696.61
901478,2025-07-31,908.81,1379.08
901482,2025-07-31,3080.3,7635.61
901509,2025-07-31,1140.54,5386.99
901537,2025-07-31,1746.1,4929.55
901538,2025-07-31,1942.49,3468.33
901558,2025-07-31,321.48,930.06
901589,2025-07-31,4518.61,4608.1
901607,2025-07-31,2790.14,3297.06
901614,2025-07-31,1518.56,1604.66
901632,2025-07-31,4344.79,2486.15
901647,2025-07-31,1378.12,1039.16
901681,2025-07-31,742.28,3868.54
901688,2025-07-31,639.3,1574.77
901732,2025-07-31,404.98,2783.5
901785,2025-07-31,3477.31,2254.78
901794,2025-07-31,4337.46,1829.39
901807,2025-07-31,1131.14,790.07
901837,2025-07-31,3881.78,1361.08
901840,2025-07-31,1590.34,477.68
901869,2025-07-31,4871.36,2746.46
901877,2025-07-31,5943.35,3335.05
901881,2025-07-31,1306.85,4761.78
901913,2025-07-31,151.95,414.99
901952,2025-07-31,4200.56,1959.61
901960,2025-07-31,1633.57,6806.06
901966,2025-07-31,233.18,924.16
901977,2025-07-31,1734.3,3333.31
901984,2025-07-31,4497.5,4566.43
902011,2025-07-31,1453.9,629.91
902045,2025-07-31,701.99,3278.18
902072,2025-07-31,3991.27,1446.53
902091,2025-07-31,681.66,294.38
902114,2025-07-31,2829.29,3058.38
902127,2025-07-31,1642.81,2516.53
902141,2025-07-31,2753.77,2188.57
902157,2025-07-31,3337.52,1818.47
902180,2025-07-31,344.71,1478.17
902240,2025-07-31,1284.6,5551.66
902246,2025-07-31,178.59,399.06
902251,2025-07-31,266.83,1435.29
902265,2025-07-31,525.34,1794.61
902281,2025-07-31,1365.92,6336.76
902284,2025-07-31,1078.77,804.95
902289,2025-07-31,2338.79,1933.48
902290,2025-07-31,1315.45,2272.98
902316,2025-07-31,3650.08,2352.09
902341,2025-07-31,1508.1,1250.24
902362,2025-07-31,1079.16,7575.97
902364,2025-07-31,1532.75,3546.39
902380,2025-07-31,925.55,555.33
902389,2025-07-31,123.0,713.73
902395,2025-07-31,1277.61,4109.88
902402,2025-07-31,403.73,290.01
902425,2025-07-31,555.16,1846.8
902446,2025-07-31,1810.84,1128.44
902465,2025-07-31,999.33,2574.36
902482,2025-07-31,3934.04,1488.18
902488,2025-07-31,1208.0,1457.83
902490,2025-07-31,1884.1,4844.31
902520,2025-07-31,2897.83,2058.84
902548,2025-07-31,512.34,1194.46
902555,2025-07-31,1989.5,1893.44
902560,2025-07-31,392.79,1284.62
902629,2025-07-31,875.05,1718.81
902643,2025-07-31,1213.74,4368.34
902649,2025-07-31,2537.74,7784.3
902650,2025-07-31,686.19,1671.87
902664,2025-07-31,496.91,2287.71
902712,2025-07-31,435.81,802.65
902727,2025-07-31,1074.07,1229.0
902751,2025-07-31,2682.45,2941.26
902774,2025-07-31,898.33,2014.6
902775,2025-07-31,3944.01,4276.13
902776,2025-07-31,2385.92,3606.1
902788,2025-07-31,1630.76,841.16
902791,2025-07-31,3156.56,4017.38
902805,2025-07-31,1216.98,4345.21
902807,2025-07-31,221.95,672.88
902808,2025-07-31,1963.02,3104.99
902825,2025-07-31,532.54,2201.81
902858,2025-07-31,5358.49,2510.44
902886,2025-07-31,2169.61,503.33
902910,2025-07-31,706.89,1642.82
902913,2025-07-31,1147.41,4931.42
902922,2025-07-31,825.52,2589.59
902956,2025-07-31,1693.51,5324.03
902966,2025-07-31,1752.44,1937.97
902981,2025-07-31,2225.55,7319.7
902986,2025-07-31,1064.86,5912.77
903018,2025-07-31,329.43,1328.95
903053,2025-07-31,3186.63,1673.81
903075,2025-07-31,1100.84,4137.13
903084,2025-07-31,513.06,161.28
903104,2025-07-31,1268.17,6629.9
903169,2025-07-31,2915.11,4356.24
903184,2025-07-31,2337.13,5604.19
903229,2025-07-31,5292.08,1837.77
903232,2025-07-31,5738.25,2783.04
903240,2025-07-31,243.94,729.47
903261,2025-07-31,2080.82,1260.48
903275,2025-07-31,2026.9,2691.37
903368,2025-07-31,2195.34,5343.36
903374,2025-07-31,3604.43,1930.78
903386,2025-07-31,2531.16,2719.56
903420,2025-07-31,2901.77,1940.93
903430,2025-07-31,2977.01,6554.06
903439,2025-07-31,4380.77,1334.17
903461,2025-07-31,1524.65,5614.38
903485,2025-07-31,1457.26,3539.73
903512,2025-07-31,1223.86,3814.94
903566,2025-07-31,206.05,813.79
903579,2025-07-31,531.06,1683.18
903586,2025-07-31,2076.12,1482.44
903598,2025-07-31,2569.89,6309.25
903616,2025-07-31,1585.74,4269.94
903627,2025-07-31,1197.99,6956.1
903709,2025-07-31,595.39,394.7
903713,2025-07-31,3191.82,2520.96
903785,2025-07-31,2399.94,1696.12
903811,2025-07-31,1020.77,4050.54
903815,2025-07-31,3641.49,2370.55
903843,2025-07-31,2517.33,2367.53
903868,2025-07-31,798.12,538.18
903872,2025-07-31,315.3,1010.79
903889,2025-07-31,2771.52,2475.44
903906,2025-07-31,2166.2,6381.54
903912,2025-07-31,539.9,1823.41
903953,2025-07-31,1674.16,1515.99
903994,2025-07-31,1485.65,3508.29
904007,2025-07-31,1741.82,4302.21
904008,2025-07-31,2406.56,1655.05
904013,2025-07-31,426.7,717.4
904022,2025-07-31,3203.2,1501.8
904039,2025-07-31,1917.14,7688.59
904081,2025-07-31,2323.43,1945.02
904084,2025-07-31,4415.65,1617.78
904140,2025-07-31,2120.76,1678.05
904149,2025-07-31,215.94,905.36
904158,2025-07-31,991.45,4262.23
904176,2025-07-31,406.44,1764.56
904189,2025-07-31,4189.46,2854.95
904193,2025-07-31,3478.03,3367.71
904226,2025-07-31,1004.37,4844.14
904236,2025-07-31,1242.67,748.09
904306,2025-07-31,814.92,862.65
904339,2025-07-31,1084.87,843.05
904343,2025-07-31,3700.05,2069.86
904386,2025-07-31,1436.03,4178.97
904394,2025-07-31,1737.76,4715.2
904450,2025-07-31,221.62,825.74
904457,2025-07-31,1596.01,3651.22
904460,2025-07-31,1793.4,1385.65
904480,2025-07-31,2351.86,4823.26
904487,2025-07-31,2741.13,3832.61
904575,2025-07-31,1137.19,1942.72
904576,2025-07-31,665.46,276.6
904611,2025-07-31,4041.37,2313.24
904645,2025-07-31,1855.3,1431.35
904647,2025-07-31,1096.9,2472.59
904655,2025-07-31,3745.38,1095.36
904710,2025-07-31,1530.54,2726.06
904718,2025-07-31,672.6,1908.79
904726,2025-07-31,729.25,3986.74
904740,2025-07-31,2667.73,8024.66
904748,2025-07-31,2349.05,1502.01
904786,2025-07-31,4977.82,1329.69
904791,2025-07-31,3950.15,1556.63
904797,2025-07-31,1105.01,4832.25
904841,2025-07-31,1195.47,1787.54
904851,2025-07-31,661.93,1055.98
904852,2025-07-31,238.16,1092.48
904873,2025-07-31,618.09,2912.27
904917,2025-07-31,1353.32,2963.64
904954,2025-07-31,938.55,3596.04
904968,2025-07-31,4795.5,2355.55
905019,2025-07-31,972.43,2884.33
905036,2025-07-31,2144.15,4148.22
905046,2025-07-31,1152.81,907.87
905060,2025-07-31,816.57,2495.89
905104,2025-07-31,2762.33,1683.42
905115,2025-07-31,913.8,3595.49
905124,2025-07-31,3201.62,1581.29
905133,2025-07-31,1173.84,665.76
905140,2025-07-31,735.04,1628.81
905152,2025-07-31,500.24,473.5
905190,2025-07-31,541.51,213.0
905197,2025-07-31,4161.26,1441.49
905233,2025-07-31,1228.83,5156.06
905247,2025-07-31,319.32,2309.83
905267,2025-07-31,1032.8,398.85
905287,2025-07-31,1545.38,9164.45
905300,2025-07-31,3813.04,4628.45
905329,2025-07-31,847.98,4529.65
905345,2025-07-31,1062.02,4473.93
905351,2025-07-31,1566.77,4793.39
905356,2025-07-31,3530.35,6351.95
905360,2025-07-31,264.84,1567.44
905362,2025-07-31,261.99,396.63
905374,2025-07-31,6589.97,2961.78
905377,2025-07-31,1905.12,6772.53
905386,2025-07-31,882.54,440.83
905397,2025-07-31,2276.8,2500.6
905410,2025-07-31,1485.35,3213.65
905412,2025-07-31,972.66,6180.94
905445,2025-07-31,2988.03,1492.07
905464,2025-07-31,188.31,1031.08
905471,2025-07-31,455.62,485.49
905493,2025-07-31,894.38,4306.55
905504,2025-07-31,2044.35,1905.16
905533,2025-07-31,3189.06,3460.95
905544,2025-07-31,458.03,816.48
905545,2025-07-31,5654.21,2626.06
905570,2025-07-31,178.23,489.25
905592,2025-07-31,819.81,2669.78
905598,2025-07-31,3147.05,2934.38
905630,2025-07-31,895.21,1535.77
905643,2025-07-31,3403.44,3050.55
905683,2025-07-31,1658.82,2469.07
905721,2025-07-31,1524.4,3548.19
905770,2025-07-31,1212.32,1088.69
905780,2025-07-31,140.25,488.42
905793,2025-07-31,478.58,322.78
905817,2025-07-31,414.51,601.23
905841,2025-07-31,2429.94,1667.12
905850,2025-07-31,1634.39,5559.67
905853,2025-07-31,1637.42,731.24
905864,2025-07-31,1277.9,356.33
905872,2025-07-31,1661.58,2800.1
905881,2025-07-31,3135.5,2246.37
905885,2025-07-31,1412.5,1515.93
905909,2025-07-31,922.73,488.65
905957,2025-07-31,221.02,801.28
905987,2025-07-31,2061.23,2289.05
906027,2025-07-31,2771.16,5193.34
906030,2025-07-31,3707.98,1535.3
906044,2025-07-31,2296.28,6275.11
906115,2025-07-31,1952.55,2674.87
906127,2025-07-31,1973.03,4337.0
906183,2025-07-31,2289.98,3151.7
906184,2025-07-31,1689.21,6447.15
906186,2025-07-31,1424.43,4713.13
906213,2025-07-31,1639.26,1949.69
906231,2025-07-31,2520.0,9029.47
906281,2025-07-31,1102.18,270.47
906283,2025-07-31,1272.13,8725.73
906285,2025-07-31,729.45,3443.96
906289,2025-07-31,1158.51,4745.89
906292,2025-07-31,1619.76,5133.04
906312,2025-07-31,1516.38,7657.84
906330,2025-07-31,441.42,2483.19
906340,2025-07-31,2240.81,589.76
906368,2025-07-31,1414.93,7084.27
906438,2025-07-31,3071.89,1871.25
906460,2025-07-31,1283.11,3234.72
906483,2025-07-31,756.19,3278.73
906485,2025-07-31,4029.17,1886.4
906506,2025-07-31,928.07,2888.91
906535,2025-07-31,1562.3,978.55
906560,2025-07-31,5675.44,3116.37
906582,2025-07-31,1603.38,4487.34
906590,2025-07-31,1280.03,4718.3
906651,2025-07-31,2168.03,5588.47
906663,2025-07-31,1049.84,1180.37
906673,2025-07-31,693.58,1986.81
906718,2025-07-31,1735.96,4624.18
906739,2025-07-31,3524.26,1993.02
906740,2025-07-31,1064.2,697.65
906765,2025-07-31,1469.05,2785.73
906774,2025-07-31,5061.27,2380.98
906816,2025-07-31,915.29,2264.42
906822,2025-07-31,675.54,2364.33
906839,2025-07-31,914.2,4372.75
906862,2025-07-31,1094.99,7542.6
906866,2025-07-31,536.72,1536.28
906880,2025-07-31,1033.34,2312.63
906928,2025-07-31,3524.35,1900.04
906947,2025-07-31,4773.52,2317.52
906973,2025-07-31,542.44,2700.85
906990,2025-07-31,2241.76,2753.83
906991,2025-07-31,234.56,640.97
907001,2025-07-31,983.4,2676.31
907064,2025-07-31,3734.98,2548.03
907072,2025-07-31,2450.34,2474.18
907082,2025-07-31,321.0,280.05
907085,2025-07-31,3649.68,2749.25
907092,2025-07-31,321.11,758.26
907111,2025-07-31,477.23,2318.83
907116,2025-07-31,1475.58,3771.8
907122,2025-07-31,1356.98,5683.65
907146,2025-07-31,1990.47,844.03
907166,2025-07-31,1689.5,568.26
907169,2025-07-31,3354.32,1849.17
907199,2025-07-31,3543.35,2008.94
907212,2025-07-31,548.98,1506.31
907237,2025-07-31,2324.91,5189.69
907251,2025-07-31,157.22,871.75
907295,2025-07-31,1049.8,3642.29
907300,2025-07-31,1878.45,744.87
907317,2025-07-31,1016.25,3413.46
907319,2025-07-31,3517.28,1196.58
907320,2025-07-31,2954.07,1284.52
907328,2025-07-31,4549.64,4070.83
907331,2025-07-31,1577.26,6063.87
907339,2025-07-31,2409.64,2618.95
907341,2025-07-31,1585.11,1468.83
907352,2025-07-31,1382.08,3629.66
907371,2025-07-31,1040.27,3798.74
907394,2025-07-31,1533.04,1126.22
907406,2025-07-31,2872.5,3380.68
907416,2025-07-31,547.62,3678.7
907429,2025-07-31,2091.8,2360.08
907443,2025-07-31,1506.0,1020.97
907451,2025-07-31,289.18,1188.18
907486,2025-07-31,626.28,1546.65
907505,2025-07-31,4174.24,2393.81
907542,2025-07-31,4100.54,1984.75
907556,2025-07-31,435.95,2601.17
907566,2025-07-31,3325.28,2422.0
907571,2025-07-31,1834.62,1565.5
907575,2025-07-31,2085.33,6230.66
907593,2025-07-31,2580.03,1013.75
907606,2025-07-31,1315.02,5067.74
907608,2025-07-31,1354.03,2941.93
907630,2025-07-31,1559.74,3707.55
907642,2025-07-31,1589.17,5969.88
907643,2025-07-31,1343.39,2686.08
907654,2025-07-31,2224.16,6842.88
907671,2025-07-31,2575.3,1208.88
907673,2025-07-31,5336.7,1890.24
907688,2025-07-31,1566.32,3065.51
907696,2025-07-31,2642.31,2692.14
907736,2025-07-31,4825.46,2551.23
907755,2025-07-31,1345.85,4332.91
907758,2025-07-31,4850.03,1647.19
907759,2025-07-31,3331.5,7090.12
907770,2025-07-31,5779.99,2564.35
907774,2025-07-31,2265.64,6229.01
907783,2025-07-31,3292.56,3564.81
907844,2025-07-31,1939.75,1674.15
907849,2025-07-31,916.12,2412.17
907879,2025-07-31,2011.71,7674.97
907919,2025-07-31,2122.11,9222.71
907950,2025-07-31,1368.93,5636.16
907951,2025-07-31,1753.93,822.04
907964,2025-07-31,2190.47,9156.23
907971,2025-07-31,1843.02,4069.64
907991,2025-07-31,1757.3,8436.0
908006,2025-07-31,1973.71,7343.78
908017,2025-07-31,791.39,659.4
908061,2025-07-31,1200.32,5755.48
908084,2025-07-31,2539.91,6821.72
908092,2025-07-31,1819.57,6112.21
908103,2025-07-31,559.15,567.09
908106,2025-07-31,399.4,842.73
908133,2025-07-31,4380.07,1524.39
908188,2025-07-31,2655.7,4739.74
908228,2025-07-31,1118.3,5552.78
908230,2025-07-31,2526.25,1654.01
908246,2025-07-31,1165.85,4901.53
908266,2025-07-31,3130.08,3693.52
908275,2025-07-31,2466.57,8754.63
908289,2025-07-31,2298.11,969.47
908291,2025-07-31,2334.39,2238.6
908352,2025-07-31,1499.25,638.18
908360,2025-07-31,2166.92,2784.42
908383,2025-07-31,3752.22,2516.96
908417,2025-07-31,1831.32,548.36
908425,2025-07-31,901.32,2363.41
908427,2025-07-31,1424.33,5202.34
908428,2025-07-31,2473.78,4868.44
908430,2025-07-31,2909.68,2526.28
908449,2025-07-31,1149.49,3581.88
908461,2025-07-31,1823.38,6386.15
908501,2025-07-31,994.17,412.23
908512,2025-07-31,1331.77,4736.72
908521,2025-07-31,869.1,2491.46
908532,2025-07-31,4003.47,1494.11
908539,2025-07-31,864.45,3484.62
908567,2025-07-31,141.17,1044.16
908576,2025-07-31,1003.34,1985.72
908590,2025-07-31,3241.04,6436.02
908620,2025-07-31,4987.93,1998.18
908623,2025-07-31,753.32,392.16
908628,2025-07-31,409.62,1194.93
908645,2025-07-31,3001.4,1497.68
908653,2025-07-31,5275.18,2990.35
908665,2025-07-31,2376.82,7785.05
908681,2025-07-31,2980.75,5773.31
908691,2025-07-31,692.06,4671.01
908693,2025-07-31,4571.89,1801.17
908718,2025-07-31,1401.43,4491.24
908727,2025-07-31,1376.61,433.22
908749,2025-07-31,532.88,320.48
908772,2025-07-31,567.66,2743.56
908785,2025-07-31,339.58,983.08
908811,2025-07-31,682.6,1022.82
908834,2025-07-31,2605.28,6460.48
908862,2025-07-31,2078.2,7138.79
908886,2025-07-31,4026.82,1646.55
908892,2025-07-31,2558.86,5198.09
908922,2025-07-31,1632.64,903.92
908934,2025-07-31,1243.16,940.9
908939,2025-07-31,2628.87,2962.05
908983,2025-07-31,3677.9,2998.95
900020,2025-08-31,2771.2,7670.75
900024,2025-08-31,4197.22,3891.15
900052,2025-08-31,191.95,663.57
900076,2025-08-31,1827.45,6281.6
900085,2025-08-31,1190.61,4465.24
900091,2025-08-31,949.99,3628.91
900103,2025-08-31,4876.09,2322.71
900131,2025-08-31,1422.1,8198.68
900136,2025-08-31,296.61,619.51
900156,2025-08-31,2374.24,2763.47
900214,2025-08-31,926.44,641.63
900232,2025-08-31,1407.89,2285.15
900260,2025-08-31,3037.36,1010.37
900263,2025-08-31,4797.69,1294.22
900306,2025-08-31,1273.35,2966.65
900355,2025-08-31,2822.73,1178.73
900358,2025-08-31,1033.62,3211.51
900401,2025-08-31,2207.8,634.45
900416,2025-08-31,1454.1,2730.14
900419,2025-08-31,870.86,312.42
900448,2025-08-31,4107.07,2447.11
900518,2025-08-31,428.42,309.65
900522,2025-08-31,1953.21,1026.4
900531,2025-08-31,1535.69,6109.96
900542,2025-08-31,2762.95,2560.54
900551,2025-08-31,1354.4,6732.35
900582,2025-08-31,616.49,2067.35
900589,2025-08-31,1726.24,1327.74
900599,2025-08-31,644.16,1429.45
900625,2025-08-31,1873.33,9152.88
900634,2025-08-31,857.66,457.47
900661,2025-08-31,848.62,1337.22
900683,2025-08-31,1501.73,5769.67
900686,2025-08-31,5876.54,2147.81
900694,2025-08-31,3018.01,5075.17
900701,2025-08-31,5531.68,1411.7
900715,2025-08-31,4569.7,1360.71
900739,2025-08-31,6255.29,1527.23
900750,2025-08-31,2543.16,2951.76
900774,2025-08-31,210.92,613.91
900778,2025-08-31,3558.25,1829.5
900786,2025-08-31,1472.14,5913.59
900804,2025-08-31,1977.26,9609.65
900808,2025-08-31,1397.9,663.23
900814,2025-08-31,2182.76,903.85
900828,2025-08-31,277.5,1561.49
900840,2025-08-31,1648.97,1640.02
900853,2025-08-31,1729.11,721.84
900901,2025-08-31,398.31,135.43
900919,2025-08-31,1767.91,1320.63
900953,2025-08-31,1598.49,704.21
900965,2025-08-31,2873.61,2270.64
900966,2025-08-31,967.2,2893.55
900985,2025-08-31,1541.33,3036.23
900993,2025-08-31,1611.32,7368.98
901000,2025-08-31,4185.41,2544.74
901006,2025-08-31,206.08,889.67
901030,2025-08-31,816.08,4884.3
901031,2025-08-31,211.91,327.34
901037,2025-08-31,1287.22,5313.62
901042,2025-08-31,1471.79,4232.05
901044,2025-08-31,1321.74,7821.73
901059,2025-08-31,1233.28,5037.29
901084,2025-08-31,340.33,1641.98
901092,2025-08-31,1289.25,1077.29
901107,2025-08-31,2965.41,2413.09
901117,2025-08-31,2582.24,8052.97
901119,2025-08-31,4231.47,2662.46
901141,2025-08-31,769.9,5989.07
901179,2025-08-31,1513.49,447.67
901193,2025-08-31,3213.16,2196.88
901194,2025-08-31,1130.78,1450.41
901244,2025-08-31,2414.46,7165.3
901297,2025-08-31,1519.25,3977.27
901304,2025-08-31,2863.89,1473.78
901353,2025-08-31,3141.79,1515.8
901354,2025-08-31,1266.61,4430.91
901361,2025-08-31,1861.88,5959.26
901363,2025-08-31,804.4,2333.88
901372,2025-08-31,2531.65,2130.35
901383,2025-08-31,1008.31,255.09
901429,2025-08-31,3161.93,1191.45
901434,2025-08-31,3123.85,1432.1
901463,2025-08-31,704.27,3512.59
901464,2025-08-31,682.15,310.37
901474,2025-08-31,105.47,612.67
901482,2025-08-31,1458.61,4607.95
901509,2025-08-31,2173.82,6537.08
901538,2025-08-31,1313.74,3222.57
901558,2025-08-31,651.33,1700.92
901567,2025-08-31,472.92,2181.08
901614,2025-08-31,1968.98,1410.78
901632,2025-08-31,2598.7,995.23
901647,2025-08-31,2969.89,3452.21
901681,2025-08-31,2974.23,6355.49
901688,2025-08-31,2430.73,9389.19
901695,2025-08-31,1335.78,2993.08
901728,2025-08-31,1025.87,3967.94
901732,2025-08-31,1219.26,3641.89
901744,2025-08-31,1495.91,1318.85
901759,2025-08-31,1354.84,2346.33
901785,2025-08-31,1350.4,1536.32
901786,2025-08-31,1205.91,6545.03
901807,2025-08-31,793.41,869.75
901840,2025-08-31,2048.04,1010.07
901869,2025-08-31,1106.33,546.26
901952,2025-08-31,1267.11,356.27
901966,2025-08-31,450.35,1477.6
901972,2025-08-31,1472.46,3712.45
901984,2025-08-31,222.38,301.18
902011,2025-08-31,5439.74,1699.63
902045,2025-08-31,2558.5,6782.27
902114,2025-08-31,1523.42,1622.45
902141,2025-08-31,4611.72,3114.71
902157,2025-08-31,5919.23,3005.8
902180,2025-08-31,2445.96,4769.03
902193,2025-08-31,3638.81,1840.66
902213,2025-08-31,1842.6,7943.08
902218,2025-08-31,1950.04,4174.68
902240,2025-08-31,1697.86,2988.88
902246,2025-08-31,736.41,1900.87
902265,2025-08-31,816.33,4696.61
902281,2025-08-31,233.58,458.49
902289,2025-08-31,1290.73,1520.9
902290,2025-08-31,1042.48,5591.36
902313,2025-08-31,1438.61,1147.76
902314,2025-08-31,964.97,2106.95
902316,2025-08-31,3972.99,3006.94
902341,2025-08-31,1280.31,1565.46
902362,2025-08-31,3141.88,5699.91
902425,2025-08-31,608.47,1215.98
902428,2025-08-31,2380.33,1181.63
902431,2025-08-31,760.32,389.06
902437,2025-08-31,2347.31,6297.92
902446,2025-08-31,2321.14,1368.4
