REFINANCE_DATE,DEAL_NO,REFINANCED_DEAL_NO,REFINANCE_AMOUNT
2023-08-31,514381,511772,12482.89
2023-08-31,514396,513946,4234.27
2023-08-31,514383,511960,84573.85
2023-08-31,514384,512164,4734.79
2023-08-31,514385,512256,27852.26
2023-08-31,514386,512267,7739.8
2023-08-31,514387,512284,121492.75
2023-08-31,514388,512308,2927.32
2023-08-31,514389,512676,20931.01
2023-08-31,514390,512741,110866.48
2023-08-31,514397,514119,1465.49
2023-08-31,514392,513165,1952.29
2023-08-31,514393,513362,30439.42
2023-08-31,514394,513517,8509.78
2023-08-31,514395,513525,28510.41
2023-08-31,514367,510335,15375.41
2023-08-31,514382,511838,3310.58
2023-08-31,514366,510214,2139.62
2023-08-31,514391,513063,22018.47
2023-08-31,514364,509962,3474.0
2023-08-31,514365,509991,7785.77
2023-08-31,514335,502908,60703.18
2023-08-31,514336,503040,1210.42
2023-08-31,514337,503464,1480.98
2023-08-31,514338,504766,9759.38
2023-08-31,514339,505089,2456.47
2023-08-31,514340,505632,12586.04
2023-08-31,514342,506011,69907.7
2023-08-31,514343,506025,1639.85
2023-08-31,514344,506388,35926.84
2023-08-31,514345,506437,14430.81
2023-08-31,514346,506770,3156.41
2023-08-31,514347,506935,63468.79
2023-08-31,514348,506995,23315.42
2023-08-31,514341,505723,4166.1
2023-08-31,514350,507542,36457.23
2023-08-31,514349,507040,2662.95
2023-08-31,514363,509769,18858.29
2023-08-31,514362,509683,14472.75
2023-08-31,514361,509513,100998.93
2023-08-31,514360,509501,2828.0
2023-08-31,514358,509159,2455.28
2023-08-31,514357,509049,118027.89
2023-08-31,514359,509313,1181.08
2023-08-31,514356,508928,39918.43
2023-08-31,514355,508841,2495.32
2023-08-31,514354,508632,47133.06
2023-08-31,514353,508394,30684.47
2023-08-31,514352,508245,10963.81
2023-08-31,514351,507748,61436.77
2023-09-30,514646,510603,75644.45
2023-09-30,514650,510978,5718.49
2023-09-30,514649,510737,2976.24
2023-09-30,514648,510660,25620.23
2023-09-30,514647,510629,11227.76
2023-09-30,514651,511237,121122.97
2023-09-30,514645,510356,1706.11
2023-09-30,514637,509997,5174.79
2023-09-30,514643,510319,14289.35
2023-09-30,514642,510290,23247.83
2023-09-30,514641,510247,44173.9
2023-09-30,514640,510234,2370.38
2023-09-30,514639,510081,18340.07
2023-09-30,514638,510032,14266.06
2023-09-30,514652,511771,200203.17
2023-09-30,514644,510338,35324.13
2023-09-30,514653,511994,2632.42
2023-09-30,514668,514121,42589.72
2023-09-30,514655,512438,116272.54
2023-09-30,514670,514418,2877.61
2023-09-30,514669,514400,44428.41
2023-09-30,514636,509954,1315.31
2023-09-30,514667,514114,52778.64
2023-09-30,514666,513841,22421.04
2023-09-30,514665,513791,3779.25
2023-09-30,514664,513643,2661.89
2023-09-30,514663,513431,3368.56
2023-09-30,514662,513143,2525.62
2023-09-30,514661,513058,2739.73
2023-09-30,514660,513030,98471.54
2023-09-30,514659,512701,4328.91
2023-09-30,514658,512632,2329.58
2023-09-30,514657,512603,2083.26
2023-09-30,514656,512535,8915.05
2023-09-30,514654,512216,22329.75
2023-09-30,514635,509912,25197.09
2023-09-30,514629,508846,2233.59
2023-09-30,514633,509779,27364.83
2023-09-30,514612,505518,24686.76
2023-09-30,514611,505332,19198.06
2023-09-30,514610,505323,1296.5
2023-09-30,514609,505302,17476.77
2023-09-30,514608,505253,6476.51
2023-09-30,514607,504912,2169.12
2023-09-30,514606,504700,20034.54
2023-09-30,514634,509793,4356.82
2023-09-30,514604,504383,5267.45
2023-09-30,514603,504353,19132.89
2023-09-30,514602,503976,292.64
2023-09-30,514601,503390,4148.69
2023-09-30,514600,503332,2612.03
2023-09-30,514599,503231,10562.3
2023-09-30,514598,500802,57563.14
2023-09-30,514613,505604,6892.62
2023-09-30,514614,505921,155653.49
2023-09-30,514605,504661,10771.26
2023-09-30,514616,506107,10888.08
2023-09-30,514632,509728,718.45
2023-09-30,514631,509607,1239.91
2023-09-30,514630,509236,21865.89
2023-09-30,514628,508536,24291.96
2023-09-30,514627,508348,2183.45
2023-09-30,514615,506005,28207.05
2023-09-30,514625,508328,1640.78
2023-09-30,514626,508344,1560.7
2023-09-30,514623,507356,158150.27
2023-09-30,514622,507227,43791.25
2023-09-30,514621,507211,92058.13
2023-09-30,514620,506556,2823.42
2023-09-30,514619,506490,2242.18
2023-09-30,514618,506420,65724.33
2023-09-30,514617,506158,2263.41
2023-09-30,514624,507394,25312.4
2023-10-31,514903,512787,8320.0
2023-10-31,514902,512677,8836.85
2023-10-31,514901,512631,1371.31
2023-10-31,514900,512448,9671.46
2023-10-31,514896,512137,2102.76
2023-10-31,514898,512295,2300.6
2023-10-31,514897,512158,1893.12
2023-10-31,514904,512951,13644.64
2023-10-31,514899,512299,2198.15
2023-10-31,514905,513044,2929.24
2023-10-31,514914,514466,2093.64
2023-10-31,514907,513388,2516.17
2023-10-31,514908,513505,24190.79
2023-10-31,514909,513680,2319.58
2023-10-31,514911,514245,18135.8
2023-10-31,514912,514325,30349.84
2023-10-31,514913,514409,53647.0
2023-10-31,514915,514544,4024.74
2023-10-31,514916,514692,11330.84
2023-10-31,514895,511972,23391.04
2023-10-31,514906,513048,2877.64
2023-10-31,514894,511966,34971.56
2023-10-31,514910,513829,33713.33
2023-10-31,514892,511890,3906.16
2023-10-31,514872,504091,3523.08
2023-10-31,514873,504170,7980.24
2023-10-31,514874,505839,26092.55
2023-10-31,514875,506106,54437.21
2023-10-31,514876,506331,1462.91
2023-10-31,514893,511898,1488.86
2023-10-31,514877,506343,786.71
2023-10-31,514878,506633,3506.24
2023-10-31,514879,507822,2718.67
2023-10-31,514880,507942,8070.08
2023-10-31,514871,503737,17961.2
2023-10-31,514882,508597,25482.57
2023-10-31,514883,508611,1952.98
2023-10-31,514884,509170,3092.18
2023-10-31,514885,509193,43521.34
2023-10-31,514886,509396,104718.79
2023-10-31,514887,509413,13761.6
2023-10-31,514888,509896,2482.75
2023-10-31,514889,511025,114900.54
2023-10-31,514890,511285,3712.03
2023-10-31,514891,511620,11935.1
2023-10-31,514881,508395,4111.06
2023-11-30,515151,513512,20938.18
2023-11-30,515150,513340,182379.5
2023-11-30,515149,513244,1936.09
2023-11-30,515143,511267,2824.19
2023-11-30,515147,512801,2060.6
2023-11-30,515145,511801,2895.49
2023-11-30,515144,511271,50691.83
2023-11-30,515152,513598,118464.24
2023-11-30,515148,513022,2209.38
2023-11-30,515153,513826,110092.96
2023-11-30,515159,514328,1733.85
2023-11-30,515155,513936,1739.83
2023-11-30,515156,514097,21707.57
2023-11-30,515157,514198,65227.53
2023-11-30,515158,514230,1978.57
2023-11-30,515160,514429,6417.15
2023-11-30,515161,514583,24476.42
2023-11-30,515162,514610,3816.94
2023-11-30,515163,514917,29610.86
2023-11-30,515164,515082,2125.81
2023-11-30,515142,511209,1775.76
2023-11-30,515154,513882,3921.67
2023-11-30,515141,511207,14340.13
2023-11-30,515146,512530,2257.17
2023-11-30,515139,510810,15164.49
2023-11-30,515140,511165,2661.29
2023-11-30,515117,501052,12848.57
2023-11-30,515118,502946,12304.6
2023-11-30,515119,503067,1976.69
2023-11-30,515120,504205,13589.38
2023-11-30,515122,505024,2411.5
2023-11-30,515123,505907,8766.29
2023-11-30,515124,506716,15440.61
2023-11-30,515125,506792,1844.18
2023-11-30,515126,507476,4655.67
2023-11-30,515127,507514,2554.63
2023-11-30,515121,504886,1841.88
2023-11-30,515129,508353,74364.46
2023-11-30,515138,509967,60968.28
2023-11-30,515128,507673,4643.12
2023-11-30,515137,509863,2631.16
2023-11-30,515136,509763,154844.92
2023-11-30,515135,509595,4077.63
2023-11-30,515133,509304,3326.26
2023-11-30,515132,509248,2305.42
2023-11-30,515131,509137,3114.04
2023-11-30,515130,508997,2039.91
2023-11-30,515134,509391,21282.98
2023-12-31,515414,513465,25536.98
2023-12-31,515413,513383,3476.33
2023-12-31,515409,513029,2709.43
2023-12-31,515412,513120,920.05
2023-12-31,515411,513046,3045.48
2023-12-31,515410,513045,103355.81
2023-12-31,515408,512900,12694.25
2023-12-31,515404,512678,18592.59
2023-12-31,515406,512863,8636.17
2023-12-31,515405,512792,3860.28
2023-12-31,515403,512305,31881.23
2023-12-31,515402,512191,3222.38
2023-12-31,515401,512135,38943.01
2023-12-31,515415,513476,111648.85
2023-12-31,515407,512868,15807.17
2023-12-31,515416,513530,15452.24
2023-12-31,515427,514430,36516.68
2023-12-31,515418,513656,4492.94
2023-12-31,515400,511998,13483.42
2023-12-31,515431,515091,3906.72
2023-12-31,515430,514841,18877.83
2023-12-31,515429,514579,100310.72
2023-12-31,515428,514518,40355.42
2023-12-31,515426,514149,32798.08
2023-12-31,515417,513623,22352.46
2023-12-31,515425,514144,26530.39
2023-12-31,515432,515198,1412.65
2023-12-31,515423,513913,49942.93
2023-12-31,515422,513839,19922.17
2023-12-31,515421,513838,959.56
2023-12-31,515420,513812,1723.08
2023-12-31,515419,513765,3258.47
2023-12-31,515424,514009,129508.98
2023-12-31,515399,511856,20785.11
2023-12-31,515373,506890,92549.88
2023-12-31,515397,511783,182942.46
2023-12-31,515365,500506,22196.39
2023-12-31,515366,500793,2064.96
2023-12-31,515367,504268,11771.3
2023-12-31,515368,505116,49660.9
2023-12-31,515369,505317,16417.27
2023-12-31,515398,511807,1661.0
2023-12-31,515371,505987,4612.24
2023-12-31,515372,506067,60937.95
2023-12-31,515374,507086,14153.48
2023-12-31,515375,507607,4314.34
2023-12-31,515376,508147,3677.84
2023-12-31,515377,508228,3321.55
2023-12-31,515378,508317,169735.58
2023-12-31,515379,508450,3015.98
2023-12-31,515380,508771,4365.62
2023-12-31,515370,505822,737.06
2023-12-31,515382,508999,14254.98
2023-12-31,515381,508933,6951.54
2023-12-31,515396,511588,28469.27
2023-12-31,515395,511558,68384.53
2023-12-31,515393,511266,3756.83
2023-12-31,515392,511250,2725.48
2023-12-31,515391,511179,17776.04
2023-12-31,515390,511137,39451.59
2023-12-31,515394,511553,2323.11
2023-12-31,515388,511049,28182.97
2023-12-31,515387,510632,118461.81
2023-12-31,515386,510413,2221.87
2023-12-31,515385,510053,53488.91
2023-12-31,515384,509650,160536.97
2023-12-31,515383,509350,9566.49
2023-12-31,515389,511066,3411.02
2024-01-31,515663,512822,24762.79
2024-01-31,515657,511564,13833.68
2024-01-31,515658,511892,2279.98
2024-01-31,515659,511927,2667.6
2024-01-31,515660,511992,2624.49
2024-01-31,515661,512604,4323.59
2024-01-31,515662,512685,21508.55
2024-01-31,515675,515456,17316.01
2024-01-31,515664,513168,7825.61
2024-01-31,515672,515015,2528.78
2024-01-31,515666,513764,15221.76
2024-01-31,515667,514452,3082.1
2024-01-31,515668,514604,11579.23
2024-01-31,515669,514612,3957.07
2024-01-31,515670,514923,2229.05
2024-01-31,515671,514991,1737.48
2024-01-31,515673,515161,14735.65
2024-01-31,515674,515256,4141.2
2024-01-31,515656,511505,3426.94
2024-01-31,515665,513401,2074.8
2024-01-31,515655,511462,2267.64
2024-01-31,515645,509182,2578.39
2024-01-31,515653,511094,2567.17
2024-01-31,515654,511270,18382.27
2024-01-31,515634,502117,2823.99
2024-01-31,515635,505192,17087.34
2024-01-31,515636,505477,2725.97
2024-01-31,515637,505547,18170.01
2024-01-31,515638,505697,105948.99
2024-01-31,515639,506281,33869.65
2024-01-31,515640,506648,25381.08
2024-01-31,515641,507010,2144.18
2024-01-31,515633,500705,1020.79
2024-01-31,515643,508521,61739.59
2024-01-31,515644,508553,9901.15
2024-01-31,515646,509198,120433.6
2024-01-31,515647,509383,5719.13
2024-01-31,515648,509532,77193.85
2024-01-31,515649,509544,1765.4
2024-01-31,515650,509875,25428.94
2024-01-31,515651,509986,16738.32
2024-01-31,515652,511003,99324.29
2024-01-31,515642,508142,57254.66
2024-02-29,518328,515736,117852.54
2024-02-29,518329,515738,110046.44
2024-02-29,518333,515954,168128.35
2024-02-29,518331,515825,59179.4
2024-02-29,518332,515941,57636.08
2024-02-29,518327,515430,24996.51
2024-02-29,518330,515753,67826.38
2024-02-29,518326,515269,106390.69
2024-02-29,518321,514701,3950.36
2024-02-29,518324,515100,1836.38
2024-02-29,518323,514855,39858.33
2024-02-29,518320,514667,116351.67
2024-02-29,518319,514561,13026.65
2024-02-29,518318,514511,17142.97
2024-02-29,518317,514396,1962.66
2024-02-29,518334,516243,107570.93
2024-02-29,518325,515162,3512.44
2024-02-29,518335,516321,67855.74
2024-02-29,518345,517036,1355.91
2024-02-29,518337,516504,51286.12
2024-02-29,518354,518250,34252.83
2024-02-29,518353,518140,4215.29
2024-02-29,518352,517969,1908.78
2024-02-29,518351,517722,53738.56
2024-02-29,518350,517594,2775.82
2024-02-29,518349,517350,100106.55
2024-02-29,518348,517344,70859.92
2024-02-29,518347,517326,187786.0
2024-02-29,518346,517319,32921.25
2024-02-29,518316,514219,3254.14
2024-02-29,518344,516944,19517.85
2024-02-29,518343,516942,59830.75
2024-02-29,518342,516911,14891.64
2024-02-29,518341,516814,156256.19
2024-02-29,518340,516773,29303.12
2024-02-29,518339,516668,61234.05
2024-02-29,518338,516508,72470.79
2024-02-29,518336,516491,4435.27
2024-02-29,518315,514175,1713.41
2024-02-29,518322,514763,201768.76
2024-02-29,518313,514068,79344.84
2024-02-29,518291,510061,3863.0
2024-02-29,518290,509974,3271.37
2024-02-29,518289,509527,85481.54
2024-02-29,518288,509496,2542.21
2024-02-29,518287,509377,33414.72
2024-02-29,518286,509074,54657.1
2024-02-29,518285,508389,146666.02
2024-02-29,518292,510541,1136.13
2024-02-29,518284,508191,15258.42
2024-02-29,518282,507074,19193.04
2024-02-29,518281,506686,3029.86
2024-02-29,518280,506353,31709.9
2024-02-29,518279,503553,2779.7
2024-02-29,518278,503259,808.35
2024-02-29,518277,502124,17031.29
2024-02-29,518314,514099,18650.18
2024-02-29,518283,507836,14079.91
2024-02-29,518293,510836,53994.98
2024-02-29,518276,500667,2446.74
2024-02-29,518295,511351,96410.85
2024-02-29,518294,511202,3325.74
2024-02-29,518311,513851,2443.84
2024-02-29,518310,513799,2167.01
2024-02-29,518309,513794,2213.31
2024-02-29,518308,513769,159007.93
2024-02-29,518307,513732,106534.85
2024-02-29,518306,513670,11143.56
2024-02-29,518305,513554,3481.31
2024-02-29,518312,514041,10684.46
2024-02-29,518303,513400,37893.27
2024-02-29,518302,513377,24078.17
2024-02-29,518301,512873,2150.38
2024-02-29,518300,512781,1585.02
2024-02-29,518299,512537,26967.8
2024-02-29,518298,511765,76807.97
2024-02-29,518297,511614,28988.75
2024-02-29,518304,513499,2253.16
2024-02-29,518296,511551,30511.95
2024-03-31,518626,517026,152139.83
2024-03-31,518625,516918,74516.43
2024-03-31,518624,516783,5588.4
2024-03-31,518623,516695,12525.43
2024-03-31,518622,516665,39237.48
2024-03-31,518621,516652,171918.57
2024-03-31,518620,516381,124472.84
2024-03-31,518616,516106,115395.69
2024-03-31,518618,516212,150883.02
2024-03-31,518617,516162,129028.2
2024-03-31,518615,516001,116234.88
2024-03-31,518614,515999,72565.1
2024-03-31,518613,515837,206602.38
2024-03-31,518612,515717,102366.49
2024-03-31,518627,517047,104121.58
2024-03-31,518619,516380,117087.51
2024-03-31,518628,517053,114924.9
2024-03-31,518637,517316,5140.15
2024-03-31,518630,517113,131355.18
2024-03-31,518646,518245,6932.86
2024-03-31,518645,518048,24193.2
2024-03-31,518644,517974,50320.78
2024-03-31,518643,517772,15199.09
2024-03-31,518642,517658,6955.18
2024-03-31,518641,517463,7099.36
2024-03-31,518640,517447,1330.01
2024-03-31,518639,517436,35941.55
2024-03-31,518638,517416,57877.08
2024-03-31,518636,517315,1893.55
2024-03-31,518635,517243,3161.66
2024-03-31,518634,517182,45550.62
2024-03-31,518633,517176,190368.7
2024-03-31,518632,517133,15435.35
2024-03-31,518631,517121,8402.55
2024-03-31,518629,517064,37087.17
2024-03-31,518611,515611,4063.51
2024-03-31,518609,515417,34908.5
2024-03-31,518608,515113,3228.46
2024-03-31,518588,510192,24996.09
2024-03-31,518587,510158,187929.39
2024-03-31,518586,509934,134464.65
2024-03-31,518585,509884,102636.99
2024-03-31,518584,509266,1786.72
2024-03-31,518583,508232,8216.7
2024-03-31,518589,510333,56625.51
2024-03-31,518582,507297,9834.94
2024-03-31,518580,506162,13313.44
2024-03-31,518579,506112,35140.95
2024-03-31,518578,504948,1302.13
2024-03-31,518610,515421,3806.9
2024-03-31,518576,504429,1647.0
2024-03-31,518575,502780,16960.15
2024-03-31,518581,507188,15338.54
2024-03-31,518590,510440,2649.54
2024-03-31,518577,504774,21567.77
2024-03-31,518592,511154,133549.44
2024-03-31,518591,510987,20309.53
2024-03-31,518607,514750,2334.4
2024-03-31,518605,514707,2738.24
2024-03-31,518604,514361,56720.4
2024-03-31,518603,514330,18071.18
2024-03-31,518602,514302,36014.61
2024-03-31,518601,514267,144022.3
2024-03-31,518606,514720,182040.39
2024-03-31,518599,513737,3046.69
2024-03-31,518598,513730,64202.89
2024-03-31,518597,513380,15711.25
2024-03-31,518596,512924,12525.59
2024-03-31,518595,512826,9432.54
2024-03-31,518594,512088,17434.83
2024-03-31,518600,513912,2242.34
2024-03-31,518593,511840,1722.44
2024-04-30,518911,516144,117048.14
2024-04-30,518910,516037,38064.45
2024-04-30,518909,515796,65199.91
2024-04-30,518908,515760,68964.27
2024-04-30,518907,515465,2781.35
2024-04-30,518904,515184,3175.7
2024-04-30,518905,515374,11187.28
2024-04-30,518903,514998,2475.91
2024-04-30,518902,514904,11875.03
2024-04-30,518901,514836,2902.98
2024-04-30,518912,516706,149458.77
2024-04-30,518906,515399,6982.93
2024-04-30,518913,516725,4397.57
2024-04-30,518922,518019,39902.57
2024-04-30,518915,516774,95325.53
2024-04-30,518916,517256,14772.13
2024-04-30,518917,517435,3763.02
2024-04-30,518918,517730,24749.33
2024-04-30,518919,517842,123049.33
2024-04-30,518920,517858,1912.97
2024-04-30,518921,517946,32122.9
2024-04-30,518923,518046,76280.26
2024-04-30,518924,518323,14098.65
2024-04-30,518925,518586,102468.48
2024-04-30,518926,518620,111968.03
2024-04-30,518927,518622,15778.59
2024-04-30,518928,518752,70022.57
2024-04-30,518914,516732,106470.33
2024-04-30,518899,514504,2875.75
2024-04-30,518900,514798,3918.28
2024-04-30,518897,514373,195560.61
2024-04-30,518898,514472,1980.35
2024-04-30,518870,502455,17445.48
2024-04-30,518871,506786,3552.66
2024-04-30,518872,507457,3167.7
2024-04-30,518873,507501,12049.99
2024-04-30,518875,509840,3246.55
2024-04-30,518876,510279,1446.63
2024-04-30,518877,510368,14606.84
2024-04-30,518878,510757,65664.21
2024-04-30,518879,510812,3938.59
2024-04-30,518880,510881,2089.3
2024-04-30,518881,510940,16198.54
2024-04-30,518882,511286,15359.93
2024-04-30,518874,509631,2599.89
2024-04-30,518884,512233,117174.94
2024-04-30,518896,514216,3524.85
2024-04-30,518883,511826,3279.16
2024-04-30,518895,514184,1473.52
2024-04-30,518894,514120,18604.74
2024-04-30,518892,514014,14783.09
2024-04-30,518891,513850,3116.08
2024-04-30,518893,514058,2540.69
2024-04-30,518889,513664,3780.59
2024-04-30,518888,513603,14685.68
2024-04-30,518887,513357,21261.86
2024-04-30,518886,513103,2777.54
2024-04-30,518885,512619,2336.81
2024-04-30,518890,513814,4536.72
2024-05-31,519230,516517,22969.48
2024-05-31,519224,515707,164735.2
2024-05-31,519229,516398,145147.19
2024-05-31,519228,516371,132142.67
2024-05-31,519227,516216,134214.58
2024-05-31,519226,516044,101036.34
2024-05-31,519225,515761,121625.12
2024-05-31,519223,515699,145429.42
2024-05-31,519217,515001,6300.12
2024-05-31,519221,515633,4005.62
2024-05-31,519220,515336,13109.07
2024-05-31,519219,515302,2281.15
2024-05-31,519218,515157,171488.84
2024-05-31,519216,514922,99749.47
2024-05-31,519215,514737,23329.32
2024-05-31,519231,516570,112639.19
2024-05-31,519222,515687,58059.95
2024-05-31,519232,516581,30191.8
2024-05-31,519246,518603,27872.07
2024-05-31,519234,516779,9083.41
2024-05-31,519214,514555,134147.94
2024-05-31,519250,519078,2439.82
2024-05-31,519249,518812,61800.23
2024-05-31,519248,518687,8799.98
2024-05-31,519247,518626,176217.55
2024-05-31,519245,518343,108331.45
2024-05-31,519244,518264,2847.0
2024-05-31,519233,516642,98037.71
2024-05-31,519243,518209,28352.81
2024-05-31,519241,517662,138708.21
2024-05-31,519240,517553,11113.12
2024-05-31,519239,517513,3023.9
2024-05-31,519238,517281,127352.95
2024-05-31,519237,517272,124460.85
2024-05-31,519236,517218,143866.83
2024-05-31,519235,516943,3543.79
2024-05-31,519242,517695,77693.18
2024-05-31,519213,514416,9483.84
2024-05-31,519210,514115,26374.06
2024-05-31,519211,514156,3652.3
2024-05-31,519190,509352,3274.31
2024-05-31,519189,509282,801.82
2024-05-31,519188,509191,14349.09
2024-05-31,519187,509040,15266.64
2024-05-31,519186,508918,3797.4
2024-05-31,519185,508823,66544.32
2024-05-31,519184,508744,11536.38
2024-05-31,519191,509442,80215.47
2024-05-31,519182,508424,16377.42
2024-05-31,519180,506939,121590.93
2024-05-31,519179,506898,10852.66
2024-05-31,519178,504346,2913.01
2024-05-31,519177,503992,25305.66
2024-05-31,519176,503184,1338.42
2024-05-31,519175,502425,9030.43
2024-05-31,519174,501347,2582.05
2024-05-31,519181,507050,1527.88
2024-05-31,519192,509826,2839.82
2024-05-31,519183,508561,2605.15
2024-05-31,519194,510256,51369.87
2024-05-31,519193,510034,5181.93
2024-05-31,519212,514313,16058.51
2024-05-31,519209,514086,1285.76
2024-05-31,519208,514028,61225.31
2024-05-31,519207,513283,2881.58
2024-05-31,519206,513107,14702.97
2024-05-31,519204,512808,4556.54
2024-05-31,519203,512674,33827.7
2024-05-31,519205,512956,3714.68
2024-05-31,519201,511905,5246.21
2024-05-31,519200,511774,58798.02
2024-05-31,519199,511475,8750.57
2024-05-31,519198,511115,3331.6
2024-05-31,519197,510552,4416.06
2024-05-31,519196,510511,4470.15
2024-05-31,519195,510378,33005.65
2024-05-31,519202,512041,8716.65
2024-06-30,519527,517300,1675.09
2024-06-30,519521,516845,23659.33
2024-06-30,519526,517259,24179.22
2024-06-30,519525,517161,126777.76
2024-06-30,519524,517093,2690.0
2024-06-30,519523,516905,25384.35
2024-06-30,519522,516861,4838.95
2024-06-30,519520,516829,20752.88
2024-06-30,519511,515995,53806.63
2024-06-30,519518,516538,125518.81
2024-06-30,519517,516476,162707.0
2024-06-30,519516,516464,195888.84
2024-06-30,519515,516225,87935.11
2024-06-30,519514,516095,67500.39
2024-06-30,519513,516092,72087.55
2024-06-30,519512,516048,87214.8
2024-06-30,519528,517644,60841.63
2024-06-30,519519,516567,11473.41
2024-06-30,519529,517748,25438.34
2024-06-30,519549,519122,3744.01
2024-06-30,519531,517837,2679.22
2024-06-30,519510,515966,169352.24
2024-06-30,519548,519039,13097.66
2024-06-30,519547,518963,21934.0
2024-06-30,519546,518905,29298.32
2024-06-30,519544,518783,40060.38
2024-06-30,519543,518666,4671.14
2024-06-30,519542,518613,98114.26
2024-06-30,519541,518557,149734.45
2024-06-30,519540,518548,24389.82
2024-06-30,519539,518477,53602.32
2024-06-30,519538,518397,2185.74
2024-06-30,519537,518307,125628.38
2024-06-30,519536,518256,3757.86
2024-06-30,519535,518117,15491.56
2024-06-30,519534,518011,2122.08
2024-06-30,519533,517936,2096.1
2024-06-30,519532,517859,26778.77
2024-06-30,519530,517795,1930.34
2024-06-30,519509,515902,94352.5
2024-06-30,519545,518844,50001.7
2024-06-30,519507,515792,134829.77
2024-06-30,519485,511640,5647.31
2024-06-30,519484,511215,2505.77
2024-06-30,519483,511064,5514.54
2024-06-30,519482,510962,3765.92
2024-06-30,519481,510205,2655.11
2024-06-30,519480,510033,2783.67
2024-06-30,519479,509576,22546.34
2024-06-30,519478,509370,59023.83
2024-06-30,519477,509348,2474.21
2024-06-30,519476,508524,172548.78
2024-06-30,519475,507204,2414.85
2024-06-30,519474,506561,2359.11
2024-06-30,519473,505425,751.89
2024-06-30,519472,505166,12761.57
2024-06-30,519508,515848,174873.37
2024-06-30,519470,500768,13141.71
2024-06-30,519469,500139,17274.79
2024-06-30,519486,511703,10280.59
2024-06-30,519487,512660,7700.22
2024-06-30,519471,502723,17623.7
2024-06-30,519489,512734,4304.77
2024-06-30,519488,512726,25888.41
2024-06-30,519506,515678,45949.71
2024-06-30,519504,515218,1786.95
2024-06-30,519503,515021,14694.27
2024-06-30,519502,514921,118568.11
2024-06-30,519501,514872,1665.99
2024-06-30,519500,514615,14452.24
2024-06-30,519499,514605,20345.28
2024-06-30,519505,515292,17305.96
2024-06-30,519497,514096,4030.52
2024-06-30,519496,513973,1540.69
2024-06-30,519495,513497,3772.0
2024-06-30,519494,513397,10561.4
2024-06-30,519493,513333,3009.95
2024-06-30,519492,513125,165604.84
2024-06-30,519491,512885,16969.21
2024-06-30,519498,514550,123296.38
2024-06-30,519490,512855,1520.62
2024-07-31,519865,517014,132865.6
2024-07-31,519864,516951,133103.52
2024-07-31,519863,516909,29582.98
2024-07-31,519862,516880,190784.09
2024-07-31,519861,516802,117373.89
2024-07-31,519860,516496,132194.25
2024-07-31,519859,516421,116507.42
2024-07-31,519855,516254,124426.03
2024-07-31,519857,516360,187637.46
2024-07-31,519856,516310,123455.67
2024-07-31,519854,516067,92917.75
2024-07-31,519853,515922,181262.72
2024-07-31,519852,515839,176296.14
2024-07-31,519866,517418,34451.44
2024-07-31,519851,515768,61901.05
2024-07-31,519858,516412,87121.2
2024-07-31,519867,517708,2176.3
2024-07-31,519876,518710,2984.81
2024-07-31,519869,517768,4438.07
2024-07-31,519885,519537,221404.15
2024-07-31,519884,519484,2936.79
2024-07-31,519883,519361,2923.45
2024-07-31,519882,519274,3244.65
2024-07-31,519881,519179,31070.76
2024-07-31,519880,519071,29329.78
2024-07-31,519879,519051,29805.08
2024-07-31,519878,519022,2792.35
2024-07-31,519877,518898,2050.04
2024-07-31,519875,518474,1764.44
2024-07-31,519874,518347,182437.79
2024-07-31,519873,518334,116035.0
2024-07-31,519872,518294,2308.21
2024-07-31,519871,518063,10263.87
2024-07-31,519870,517899,124294.26
2024-07-31,519868,517749,72737.67
2024-07-31,519850,515721,182734.09
2024-07-31,519847,515192,21329.08
2024-07-31,519848,515512,4061.67
2024-07-31,519827,511631,9906.43
2024-07-31,519826,510868,38232.52
2024-07-31,519825,510463,2749.25
2024-07-31,519824,510114,108578.48
2024-07-31,519823,509829,31570.17
2024-07-31,519822,509712,2868.85
2024-07-31,519820,506601,2494.08
2024-07-31,519819,506477,1038.06
2024-07-31,519818,506386,2389.53
2024-07-31,519817,506336,29282.81
2024-07-31,519816,506080,97774.11
2024-07-31,519815,505552,142254.09
2024-07-31,519814,505446,139229.67
2024-07-31,519813,502325,2647.97
2024-07-31,519849,515693,65425.2
2024-07-31,519828,511809,1941.51
2024-07-31,519829,511831,4024.55
2024-07-31,519821,507262,4303.0
2024-07-31,519831,512409,14315.61
2024-07-31,519846,514844,3388.71
2024-07-31,519830,511951,2450.2
2024-07-31,519845,514525,2085.34
2024-07-31,519844,514445,1781.91
2024-07-31,519843,514136,1957.07
2024-07-31,519842,514128,27175.29
2024-07-31,519840,514065,9155.82
2024-07-31,519839,513705,2734.23
2024-07-31,519841,514125,2709.22
2024-07-31,519837,513205,52501.06
2024-07-31,519836,513140,93101.14
2024-07-31,519835,513123,1707.62
2024-07-31,519834,513004,4514.12
2024-07-31,519833,512853,189301.2
2024-07-31,519832,512614,3306.02
2024-07-31,519838,513372,158856.53
2024-08-31,520207,517587,165677.4
2024-08-31,520202,517339,1816.86
2024-08-31,520206,517547,32990.86
2024-08-31,520205,517507,2011.59
2024-08-31,520204,517438,3079.26
2024-08-31,520203,517342,3444.04
